Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,Nox_hourly_avg,No_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010319,1300,8.7   ,177   ,32.0  ,N/A  ,0.008   ,0.001   ,0.004   ,0.007   ,0.044   ,0.46    ,33      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010319,1400,5.3   ,136   ,28.2  ,N/A  ,0.011   ,0.004   ,0.003   ,0.007   ,0.012   ,0.44    ,19      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010319,1500,3.8   ,85    ,30.5  ,N/A  ,0.012   ,0.004   ,0.004   ,0.008   ,0.022   ,0.50    ,28      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010319,1600,8.4   ,15    ,32.3  ,N/A  ,0.003   ,0.001   ,0.004   ,0.002   ,0.014   ,0.28    ,7       
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010319,1700,10.3  ,1     ,31.9  ,N/A  ,0.005   ,0.003   ,0.003   ,0.002   ,0.011   ,0.25    ,19      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010319,1800,10.6  ,358   ,31.5  ,N/A  ,0.003   ,0.002   ,0.003   ,0.001   ,0.012   ,0.25    ,14      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010319,1900,7.8   ,355   ,30.5  ,N/A  ,0.005   ,0.003   ,0.004   ,0.002   ,0.009   ,0.31    ,19      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010319,2000,5.3   ,313   ,28.1  ,N/A  ,0.025   ,0.018   ,0.004   ,0.007   ,0.005   ,0.69    ,40      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010319,2100,3.3   ,303   ,26.7  ,N/A  ,0.037   ,0.030   ,0.004   ,0.007   ,0.003   ,1.16    ,41      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010319,2200,3.3   ,307   ,26.2  ,N/A  ,0.036   ,0.029   ,0.004   ,0.007   ,0.002   ,0.99    ,49      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010319,2300,3.3   ,305   ,25.8  ,N/A  ,0.037   ,0.032   ,0.004   ,0.005   ,0.001   ,0.91    ,26      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010319,2400,7.9   ,343   ,26.2  ,N/A  ,0.011   ,0.007   ,0.003   ,0.004   ,0.005   ,0.36    ,26      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,0100,3.4   ,284   ,25.5  ,N/A  ,0.017   ,0.011   ,0.003   ,0.006   ,0.003   ,0.46    ,22      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,0200,3.3   ,15    ,25.7  ,N/A  ,0.015   ,0.007   ,0.003   ,0.008   ,0.001   ,0.45    ,9       
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,0300,5.8   ,7     ,24.7  ,N/A  ,0.004   ,0.001   ,0.003   ,0.003   ,0.006   ,0.24    ,21      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,0400,4.0   ,285   ,24.1  ,N/A  ,0.003   ,0.001   ,CAL     ,0.002   ,0.006   ,0.19    ,13      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,0500,8.0   ,2     ,23.7  ,N/A  ,0.001   ,0.000   ,0.004   ,0.001   ,0.008   ,CAL     ,10      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,0600,3.8   ,168   ,23.4  ,N/A  ,CAL     ,CAL     ,0.004   ,CAL     ,0.008   ,0.14    ,12      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,0700,4.0   ,305   ,23.5  ,N/A  ,0.011   ,0.008   ,0.004   ,0.003   ,CAL     ,0.34    ,10      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,0800,8.0   ,3     ,24.0  ,N/A  ,0.015   ,0.011   ,0.004   ,0.004   ,0.009   ,0.41    ,6       
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,0900,3.7   ,310   ,24.1  ,N/A  ,0.036   ,0.029   ,0.004   ,0.007   ,0.002   ,1.00    ,16      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,1000,3.8   ,2     ,25.0  ,N/A  ,0.050   ,0.036   ,0.004   ,0.014   ,0.003   ,1.65    ,29      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,1100,4.6   ,1     ,27.6  ,N/A  ,0.032   ,0.017   ,0.004   ,0.015   ,0.010   ,1.06    ,22      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,1200,9.8   ,356   ,30.1  ,N/A  ,0.019   ,0.007   ,0.004   ,0.012   ,0.021   ,0.66    ,20      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,1300,12.8  ,10    ,31.3  ,N/A  ,0.011   ,0.005   ,0.003   ,0.006   ,0.018   ,0.49    ,17      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,1400,12.1  ,16    ,31.9  ,N/A  ,0.012   ,0.005   ,0.004   ,0.007   ,0.020   ,0.50    ,12      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,1500,10.0  ,17    ,31.4  ,N/A  ,0.009   ,0.004   ,0.003   ,0.005   ,0.022   ,0.45    ,14      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,1600,7.1   ,42    ,32.0  ,N/A  ,0.009   ,0.002   ,0.003   ,0.007   ,0.028   ,0.49    ,14      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,1700,6.3   ,53    ,31.7  ,N/A  ,0.009   ,0.003   ,0.003   ,0.006   ,0.020   ,0.42    ,12      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,1800,9.7   ,18    ,30.0  ,N/A  ,0.019   ,0.007   ,0.003   ,0.012   ,0.015   ,0.64    ,23      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,1900,9.1   ,13    ,28.2  ,N/A  ,0.022   ,0.007   ,0.003   ,0.015   ,0.010   ,0.82    ,17      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,2000,5.1   ,335   ,26.9  ,N/A  ,0.040   ,0.021   ,0.004   ,0.019   ,0.003   ,1.17    ,22      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,2100,3.7   ,296   ,25.5  ,N/A  ,0.043   ,0.030   ,0.004   ,0.013   ,0.003   ,1.12    ,30      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,2200,3.7   ,313   ,24.8  ,N/A  ,0.042   ,0.033   ,0.004   ,0.009   ,0.002   ,0.95    ,39      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,2300,3.7   ,315   ,24.7  ,N/A  ,0.047   ,0.038   ,0.004   ,0.009   ,0.002   ,1.06    ,30      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010320,2400,4.1   ,312   ,24.8  ,N/A  ,0.027   ,0.020   ,0.003   ,0.007   ,0.002   ,0.59    ,31      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,0100,3.1   ,307   ,24.8  ,N/A  ,0.017   ,0.012   ,0.003   ,0.005   ,0.002   ,0.50    ,28      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,0200,3.7   ,311   ,24.8  ,N/A  ,0.011   ,0.007   ,0.003   ,0.004   ,0.002   ,0.33    ,16      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,0300,3.6   ,310   ,24.7  ,N/A  ,0.011   ,0.006   ,CAL     ,0.005   ,0.001   ,0.36    ,21      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,0400,3.8   ,315   ,24.4  ,N/A  ,0.016   ,0.007   ,0.004   ,0.009   ,0.002   ,CAL     ,30      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,0500,3.6   ,319   ,23.8  ,N/A  ,CAL     ,CAL     ,0.004   ,CAL     ,0.001   ,0.43    ,31      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,0600,3.0   ,317   ,23.4  ,N/A  ,0.010   ,0.005   ,0.003   ,0.005   ,CAL     ,0.34    ,29      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,0700,2.7   ,316   ,23.7  ,N/A  ,0.031   ,0.026   ,0.003   ,0.005   ,0.001   ,0.67    ,33      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,0800,2.5   ,309   ,23.5  ,N/A  ,0.069   ,0.063   ,0.005   ,0.006   ,0.001   ,1.50    ,32      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,0900,1.4   ,306   ,25.9  ,N/A  ,0.066   ,0.059   ,0.005   ,0.007   ,0.002   ,1.66    ,40      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,1000,3.2   ,127   ,30.2  ,N/A  ,0.048   ,0.031   ,0.003   ,0.017   ,0.009   ,1.50    ,36      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,1100,6.5   ,175   ,32.3  ,N/A  ,0.016   ,0.007   ,N/A     ,0.009   ,0.017   ,0.70    ,N/A     
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,1200,9.2   ,158   ,33.9  ,N/A  ,0.007   ,0.002   ,0.003   ,0.005   ,0.031   ,0.34    ,31      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,1300,13.6  ,185   ,33.6  ,N/A  ,0.005   ,0.002   ,0.004   ,0.003   ,0.028   ,0.31    ,23      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,1400,11.6  ,188   ,32.8  ,N/A  ,0.006   ,0.003   ,0.005   ,0.003   ,0.031   ,0.34    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,1500,9.0   ,203   ,33.8  ,N/A  ,0.007   ,0.003   ,0.004   ,0.004   ,0.033   ,0.34    ,23      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,1600,9.6   ,199   ,32.9  ,N/A  ,0.010   ,0.004   ,0.004   ,0.006   ,0.029   ,0.35    ,28      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,1700,11.7  ,189   ,32.6  ,N/A  ,0.007   ,0.003   ,0.004   ,0.004   ,0.027   ,0.30    ,20      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,1800,8.1   ,211   ,32.6  ,N/A  ,0.010   ,0.004   ,0.004   ,0.006   ,0.023   ,0.38    ,24      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,1900,5.7   ,248   ,31.5  ,N/A  ,0.021   ,0.010   ,0.004   ,0.011   ,0.014   ,0.48    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,2000,6.5   ,277   ,28.6  ,N/A  ,0.019   ,0.009   ,0.004   ,0.010   ,0.010   ,0.47    ,20      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,2100,1.9   ,312   ,27.1  ,N/A  ,0.021   ,0.011   ,0.003   ,0.010   ,0.007   ,0.70    ,28      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,2200,3.4   ,202   ,26.8  ,N/A  ,0.019   ,0.010   ,0.003   ,0.009   ,0.006   ,0.69    ,41      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,2300,1.8   ,343   ,26.8  ,N/A  ,0.030   ,0.019   ,0.004   ,0.011   ,0.002   ,0.84    ,18      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010321,2400,1.2   ,348   ,26.1  ,N/A  ,0.037   ,0.028   ,0.003   ,0.009   ,0.003   ,1.07    ,37      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,0100,2.7   ,304   ,26.3  ,N/A  ,0.022   ,0.016   ,0.003   ,0.006   ,0.004   ,0.68    ,16      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,0200,2.1   ,312   ,25.9  ,N/A  ,0.011   ,0.007   ,CAL     ,0.005   ,0.003   ,0.32    ,14      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,0300,1.9   ,310   ,26.1  ,N/A  ,0.008   ,0.005   ,0.003   ,0.004   ,0.002   ,CAL     ,20      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,0400,2.0   ,346   ,26.2  ,N/A  ,CAL     ,CAL     ,0.003   ,CAL     ,0.004   ,0.33    ,13      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,0500,6.2   ,10    ,25.8  ,N/A  ,0.003   ,0.001   ,0.003   ,0.003   ,CAL     ,0.26    ,18      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,0600,5.7   ,1     ,25.1  ,N/A  ,0.001   ,0.001   ,0.003   ,0.001   ,0.015   ,0.22    ,13      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,0700,1.4   ,295   ,24.2  ,N/A  ,0.018   ,0.012   ,0.003   ,0.007   ,0.004   ,0.58    ,10      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,0800,2.1   ,308   ,23.7  ,N/A  ,0.056   ,0.050   ,0.004   ,0.005   ,0.002   ,1.28    ,27      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,0900,1.0   ,342   ,26.8  ,N/A  ,0.088   ,0.070   ,0.004   ,0.017   ,0.003   ,2.29    ,45      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,1000,5.5   ,15    ,30.5  ,N/A  ,0.054   ,0.029   ,0.003   ,0.025   ,0.013   ,1.64    ,50      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,1100,6.8   ,40    ,32.7  ,N/A  ,0.015   ,0.005   ,0.002   ,0.011   ,0.027   ,0.64    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,1200,5.4   ,55    ,34.7  ,N/A  ,0.007   ,0.003   ,0.006   ,0.005   ,0.032   ,0.35    ,26      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,1300,6.3   ,130   ,36.1  ,N/A  ,0.003   ,0.001   ,0.010   ,0.003   ,0.041   ,0.30    ,28      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,1400,8.2   ,170   ,36.6  ,N/A  ,0.006   ,0.002   ,0.006   ,0.005   ,0.051   ,0.36    ,22      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,1500,10.5  ,161   ,35.8  ,N/A  ,0.005   ,0.001   ,CAL     ,0.005   ,0.042   ,CAL     ,31      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,1600,10.8  ,199   ,35.2  ,N/A  ,0.005   ,0.002   ,CAL     ,0.004   ,0.037   ,CAL     ,33      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,1700,9.7   ,213   ,34.3  ,N/A  ,0.005   ,0.002   ,CAL     ,0.004   ,0.041   ,CAL     ,27      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,1800,9.6   ,205   ,33.7  ,N/A  ,0.005   ,0.002   ,CAL     ,0.004   ,0.036   ,CAL     ,35      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,1900,7.0   ,210   ,31.2  ,N/A  ,0.016   ,0.003   ,0.002   ,0.014   ,0.028   ,0.85    ,37      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,2000,3.7   ,242   ,29.2  ,N/A  ,0.020   ,0.003   ,0.003   ,0.018   ,0.022   ,0.81    ,51      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,2100,6.5   ,342   ,28.2  ,N/A  ,0.036   ,0.010   ,0.006   ,0.026   ,0.009   ,1.21    ,57      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,2200,4.1   ,320   ,26.1  ,N/A  ,0.035   ,0.012   ,0.003   ,0.023   ,0.008   ,1.26    ,52      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,2300,3.5   ,316   ,26.0  ,N/A  ,0.036   ,0.015   ,0.002   ,0.021   ,0.004   ,1.32    ,47      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010322,2400,5.5   ,354   ,25.9  ,N/A  ,0.024   ,0.005   ,0.002   ,0.020   ,0.004   ,1.07    ,32      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,0100,4.7   ,335   ,25.4  ,N/A  ,0.015   ,0.005   ,CAL     ,0.011   ,0.008   ,N/A     ,32      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,0200,3.6   ,316   ,25.0  ,N/A  ,0.010   ,0.003   ,0.001   ,0.008   ,0.007   ,CAL     ,22      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,0300,3.1   ,309   ,24.3  ,N/A  ,CAL     ,CAL     ,0.001   ,CAL     ,0.006   ,N/A     ,26      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,0400,2.9   ,305   ,24.1  ,N/A  ,0.004   ,0.002   ,0.001   ,0.003   ,CAL     ,N/A     ,13      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,0500,2.3   ,310   ,24.6  ,N/A  ,0.005   ,0.002   ,0.001   ,0.004   ,0.006   ,N/A     ,27      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,0600,2.2   ,297   ,24.7  ,N/A  ,0.005   ,0.002   ,0.001   ,0.004   ,0.006   ,0.50    ,28      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,0700,2.2   ,310   ,24.5  ,N/A  ,0.023   ,0.017   ,0.001   ,0.007   ,0.002   ,0.78    ,19      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,0800,1.9   ,313   ,24.6  ,N/A  ,0.064   ,0.054   ,0.002   ,0.009   ,0.001   ,1.62    ,31      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,0900,2.4   ,335   ,27.2  ,N/A  ,0.047   ,0.036   ,0.002   ,0.010   ,0.004   ,1.41    ,29      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,1000,4.8   ,55    ,31.7  ,N/A  ,0.026   ,0.009   ,0.001   ,0.018   ,0.021   ,1.24    ,33      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,1100,6.2   ,74    ,33.4  ,N/A  ,CAL     ,CAL     ,0.002   ,CAL     ,0.041   ,1.36    ,51      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,1200,6.2   ,75    ,35.3  ,N/A  ,CAL     ,CAL     ,0.008   ,CAL     ,0.044   ,N/A     ,37      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,1300,5.3   ,356   ,34.3  ,N/A  ,CAL     ,CAL     ,0.008   ,CAL     ,0.058   ,N/A     ,39      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,1400,10.0  ,6     ,34.6  ,N/A  ,0.009   ,0.001   ,0.006   ,0.008   ,0.066   ,0.66    ,45      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,1500,6.9   ,351   ,36.0  ,N/A  ,0.010   ,0.001   ,0.004   ,0.009   ,N/A     ,0.61    ,39      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,1600,7.7   ,335   ,28.3  ,N/A  ,0.016   ,0.003   ,0.003   ,0.013   ,CAL     ,0.57    ,55      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,1700,6.1   ,307   ,27.3  ,N/A  ,0.023   ,0.009   ,0.002   ,0.015   ,CAL     ,0.86    ,48      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,1800,8.1   ,332   ,28.2  ,N/A  ,0.010   ,0.003   ,0.003   ,0.007   ,0.037   ,0.64    ,39      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,1900,6.5   ,332   ,27.0  ,N/A  ,0.028   ,0.012   ,0.003   ,0.016   ,0.016   ,1.04    ,44      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,2000,7.5   ,21    ,25.4  ,N/A  ,0.017   ,0.002   ,0.002   ,0.015   ,0.014   ,0.76    ,28      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,2100,4.6   ,40    ,24.8  ,N/A  ,0.020   ,0.001   ,0.002   ,0.019   ,0.009   ,0.75    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,2200,2.5   ,284   ,24.8  ,N/A  ,0.039   ,0.018   ,0.003   ,0.021   ,0.004   ,1.10    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,2300,3.3   ,312   ,24.7  ,N/A  ,0.043   ,0.026   ,0.002   ,0.016   ,0.003   ,1.15    ,24      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010323,2400,3.6   ,302   ,24.1  ,N/A  ,0.019   ,0.010   ,CAL     ,0.010   ,0.005   ,0.61    ,15      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,0100,2.8   ,302   ,24.1  ,N/A  ,0.016   ,0.009   ,0.001   ,0.008   ,0.004   ,CAL     ,10      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,0200,4.1   ,353   ,24.5  ,N/A  ,CAL     ,CAL     ,0.001   ,CAL     ,0.003   ,0.86    ,19      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,0300,6.6   ,13    ,24.5  ,N/A  ,0.018   ,0.001   ,0.001   ,0.017   ,CAL     ,0.76    ,22      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,0400,5.5   ,18    ,24.4  ,N/A  ,0.007   ,0.000   ,0.001   ,0.007   ,0.011   ,0.54    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,0500,2.9   ,293   ,24.5  ,N/A  ,0.006   ,0.001   ,0.001   ,0.005   ,0.006   ,0.49    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,0600,2.3   ,289   ,24.5  ,N/A  ,0.006   ,0.002   ,0.001   ,0.004   ,0.004   ,0.46    ,20      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,0700,2.5   ,314   ,24.4  ,N/A  ,0.016   ,0.013   ,0.001   ,0.003   ,0.003   ,0.59    ,24      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,0800,3.4   ,301   ,24.1  ,N/A  ,0.030   ,0.026   ,0.001   ,0.004   ,0.003   ,1.00    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,0900,2.2   ,18    ,25.0  ,N/A  ,0.046   ,0.037   ,0.002   ,0.009   ,0.004   ,1.49    ,28      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,1000,4.2   ,34    ,29.0  ,N/A  ,0.047   ,0.022   ,0.001   ,0.025   ,0.017   ,1.78    ,46      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,1100,4.8   ,66    ,30.2  ,N/A  ,0.029   ,0.004   ,0.002   ,0.025   ,0.045   ,1.46    ,69      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,1200,4.2   ,45    ,30.7  ,N/A  ,0.025   ,0.002   ,0.002   ,0.023   ,0.059   ,1.26    ,53      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,1300,5.5   ,68    ,31.6  ,N/A  ,0.016   ,0.001   ,0.002   ,0.015   ,0.071   ,1.02    ,35      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,1400,3.9   ,58    ,28.8  ,N/A  ,0.013   ,0.001   ,0.002   ,0.012   ,0.045   ,0.75    ,28      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,1500,4.3   ,71    ,30.4  ,N/A  ,0.010   ,0.001   ,0.001   ,0.009   ,0.046   ,0.67    ,23      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,1600,8.1   ,325   ,31.5  ,N/A  ,0.002   ,0.000   ,0.001   ,0.002   ,0.026   ,0.36    ,21      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,1700,5.9   ,251   ,33.7  ,N/A  ,0.003   ,0.001   ,0.001   ,0.002   ,0.025   ,0.39    ,N/A     
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,1800,6.4   ,271   ,33.3  ,N/A  ,0.007   ,0.003   ,0.002   ,0.004   ,0.021   ,0.48    ,10      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,1900,5.0   ,21    ,31.2  ,N/A  ,0.011   ,0.002   ,0.002   ,0.009   ,0.028   ,0.61    ,18      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,2000,3.8   ,306   ,28.3  ,N/A  ,0.034   ,0.017   ,0.002   ,0.017   ,0.008   ,0.98    ,24      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,2100,3.4   ,306   ,26.7  ,N/A  ,0.057   ,0.038   ,0.003   ,0.019   ,0.004   ,1.44    ,36      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,2200,3.7   ,309   ,26.1  ,N/A  ,0.057   ,0.041   ,0.002   ,0.016   ,0.003   ,1.65    ,31      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,2300,3.7   ,305   ,25.9  ,N/A  ,0.054   ,0.042   ,CAL     ,0.012   ,0.003   ,1.36    ,68      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010324,2400,3.0   ,306   ,25.5  ,N/A  ,0.057   ,0.046   ,0.003   ,0.010   ,0.003   ,CAL     ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010325,0100,3.9   ,313   ,25.2  ,N/A  ,CAL     ,CAL     ,0.002   ,CAL     ,0.003   ,1.07    ,31      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010325,0200,2.6   ,307   ,25.0  ,N/A  ,0.023   ,0.014   ,0.001   ,0.009   ,CAL     ,0.68    ,26      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010325,0300,2.5   ,313   ,24.4  ,N/A  ,0.016   ,0.011   ,0.001   ,0.006   ,0.003   ,0.55    ,19      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010325,0400,2.0   ,310   ,24.4  ,N/A  ,0.021   ,0.017   ,0.002   ,0.004   ,0.002   ,0.59    ,18      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010325,0500,3.3   ,312   ,24.5  ,N/A  ,0.012   ,0.007   ,0.001   ,0.006   ,0.004   ,0.57    ,16      
