Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,Nox_hourly_avg,No_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,0100,5.0   ,360   ,24.6  ,N/A  ,0.036   ,0.021   ,0.004   ,0.015   ,0.001   ,1.30    ,21      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,0200,4.1   ,357   ,24.6  ,N/A  ,0.037   ,0.023   ,0.003   ,0.014   ,0.001   ,1.18    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,0300,4.8   ,352   ,24.1  ,N/A  ,0.030   ,0.018   ,0.003   ,0.012   ,0.001   ,1.16    ,18      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,0400,4.6   ,341   ,23.7  ,N/A  ,0.017   ,0.007   ,0.003   ,0.010   ,0.002   ,0.78    ,23      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,0500,3.1   ,337   ,23.3  ,N/A  ,0.015   ,0.008   ,0.002   ,0.007   ,0.002   ,0.66    ,18      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,0600,5.5   ,5     ,23.0  ,N/A  ,0.012   ,0.005   ,0.003   ,0.006   ,0.004   ,0.57    ,19      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,0700,3.6   ,357   ,23.1  ,N/A  ,0.010   ,0.003   ,0.003   ,0.006   ,0.005   ,0.51    ,14      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,0800,2.0   ,286   ,22.4  ,N/A  ,0.027   ,0.019   ,0.003   ,0.008   ,0.002   ,0.78    ,19      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,0900,5.5   ,0     ,24.7  ,N/A  ,0.019   ,0.011   ,0.003   ,0.008   ,0.007   ,0.75    ,13      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,1000,8.5   ,16    ,28.7  ,N/A  ,0.011   ,0.004   ,0.003   ,0.007   ,0.016   ,0.61    ,12      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,1100,7.3   ,10    ,31.8  ,N/A  ,0.014   ,0.004   ,0.004   ,0.010   ,0.032   ,0.75    ,17      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,1200,6.5   ,89    ,33.4  ,N/A  ,0.011   ,0.002   ,0.005   ,0.009   ,0.059   ,0.64    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,1300,5.9   ,107   ,35.2  ,N/A  ,0.007   ,0.001   ,CAL     ,0.007   ,0.075   ,0.53    ,21      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,1400,5.9   ,286   ,31.1  ,N/A  ,0.010   ,0.002   ,0.004   ,0.008   ,0.044   ,CAL     ,16      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,1500,4.2   ,276   ,31.4  ,N/A  ,CAL     ,CAL     ,0.003   ,CAL     ,0.037   ,0.53    ,21      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,1600,4.9   ,272   ,33.8  ,N/A  ,0.005   ,0.001   ,0.002   ,0.005   ,CAL     ,0.37    ,7       
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,1700,5.0   ,303   ,32.9  ,N/A  ,0.006   ,0.001   ,0.003   ,0.006   ,0.039   ,0.43    ,9       
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,1800,5.0   ,343   ,29.2  ,N/A  ,0.013   ,0.001   ,0.003   ,0.012   ,0.042   ,0.75    ,30      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,1900,4.6   ,2     ,28.4  ,N/A  ,0.022   ,0.003   ,0.010   ,0.020   ,0.027   ,0.93    ,36      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,2000,5.3   ,345   ,27.4  ,N/A  ,0.027   ,0.004   ,0.006   ,0.023   ,0.020   ,1.00    ,33      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,2100,4.0   ,310   ,25.7  ,N/A  ,0.044   ,0.020   ,0.004   ,0.025   ,0.004   ,1.39    ,31      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,2200,5.1   ,353   ,25.3  ,N/A  ,0.041   ,0.014   ,0.004   ,0.027   ,0.003   ,1.56    ,48      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,2300,5.2   ,358   ,25.0  ,N/A  ,0.032   ,0.011   ,0.004   ,0.021   ,0.003   ,1.22    ,29      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010101,2400,6.3   ,335   ,25.1  ,N/A  ,0.014   ,0.002   ,0.003   ,0.012   ,0.014   ,0.67    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,0100,7.6   ,337   ,25.3  ,N/A  ,0.009   ,0.002   ,0.002   ,0.007   ,0.017   ,0.53    ,6       
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,0200,10.1  ,335   ,25.8  ,N/A  ,0.003   ,0.000   ,0.002   ,0.003   ,0.025   ,0.41    ,11      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,0300,6.2   ,348   ,25.4  ,N/A  ,0.002   ,0.000   ,0.002   ,0.002   ,0.026   ,0.41    ,19      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,0400,7.3   ,352   ,24.8  ,N/A  ,0.002   ,0.000   ,0.002   ,0.002   ,0.025   ,0.40    ,15      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,0500,7.2   ,6     ,24.6  ,N/A  ,0.001   ,0.000   ,0.002   ,0.001   ,0.028   ,0.38    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,0600,7.5   ,4     ,24.4  ,N/A  ,0.002   ,0.000   ,0.003   ,0.002   ,0.026   ,0.40    ,18      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,0700,5.1   ,348   ,23.9  ,N/A  ,0.008   ,0.001   ,0.003   ,0.007   ,0.018   ,0.51    ,26      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,0800,5.3   ,335   ,23.9  ,N/A  ,0.031   ,0.013   ,0.003   ,0.018   ,0.010   ,0.86    ,24      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,0900,4.5   ,337   ,25.5  ,N/A  ,0.037   ,0.019   ,0.003   ,0.018   ,0.012   ,1.12    ,31      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,1000,3.7   ,23    ,26.6  ,N/A  ,0.030   ,0.008   ,0.004   ,0.022   ,0.015   ,1.03    ,29      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,1100,3.1   ,63    ,27.2  ,N/A  ,0.030   ,0.007   ,0.006   ,0.023   ,0.014   ,1.38    ,47      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,1200,7.3   ,204   ,24.6  ,N/A  ,0.017   ,0.005   ,CAL     ,0.012   ,0.015   ,0.57    ,14      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,1300,4.0   ,176   ,26.0  ,N/A  ,0.018   ,0.005   ,0.007   ,0.013   ,0.021   ,CAL     ,15      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,1400,4.8   ,113   ,30.7  ,N/A  ,CAL     ,CAL     ,0.005   ,CAL     ,0.030   ,0.46    ,12      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,1500,6.6   ,114   ,31.1  ,N/A  ,0.006   ,0.002   ,0.004   ,0.004   ,CAL     ,0.40    ,13      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,1600,9.4   ,207   ,30.4  ,N/A  ,0.008   ,0.002   ,0.003   ,0.006   ,0.030   ,0.43    ,19      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,1700,7.2   ,227   ,30.2  ,N/A  ,0.009   ,0.003   ,0.003   ,0.006   ,0.027   ,0.40    ,24      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,1800,3.8   ,199   ,28.9  ,N/A  ,0.013   ,0.003   ,0.003   ,0.010   ,0.022   ,0.52    ,13      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,1900,5.5   ,0     ,27.4  ,N/A  ,0.027   ,0.005   ,0.005   ,0.022   ,0.017   ,1.03    ,21      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,2000,2.8   ,320   ,25.8  ,N/A  ,0.037   ,0.012   ,0.004   ,0.025   ,0.006   ,1.32    ,33      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,2100,3.4   ,302   ,25.0  ,N/A  ,0.048   ,0.026   ,0.004   ,0.022   ,0.002   ,1.41    ,30      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,2200,3.6   ,310   ,24.7  ,N/A  ,0.057   ,0.034   ,0.004   ,0.024   ,0.002   ,1.57    ,22      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,2300,3.8   ,305   ,24.7  ,N/A  ,0.064   ,0.038   ,0.005   ,0.026   ,0.001   ,1.79    ,32      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010102,2400,2.6   ,289   ,24.6  ,N/A  ,0.055   ,0.032   ,0.005   ,0.023   ,0.001   ,1.59    ,23      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,0100,3.0   ,298   ,24.2  ,N/A  ,0.044   ,0.022   ,0.004   ,0.022   ,0.001   ,1.53    ,31      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,0200,3.1   ,320   ,24.1  ,N/A  ,0.026   ,0.011   ,0.004   ,0.015   ,0.001   ,1.17    ,42      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,0300,3.2   ,310   ,23.9  ,N/A  ,0.014   ,0.005   ,0.003   ,0.009   ,0.004   ,0.87    ,35      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,0400,3.2   ,318   ,23.6  ,N/A  ,0.007   ,0.001   ,0.003   ,0.006   ,0.006   ,0.61    ,30      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,0500,2.4   ,317   ,23.5  ,N/A  ,0.007   ,0.001   ,0.003   ,0.006   ,0.007   ,0.55    ,35      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,0600,2.5   ,311   ,23.7  ,N/A  ,0.009   ,0.002   ,0.003   ,0.007   ,0.006   ,0.57    ,28      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,0700,3.5   ,355   ,24.0  ,N/A  ,0.017   ,0.005   ,0.004   ,0.012   ,0.006   ,0.78    ,44      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,0800,3.8   ,339   ,23.9  ,N/A  ,0.063   ,0.042   ,0.005   ,0.021   ,0.003   ,1.73    ,41      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,0900,4.0   ,342   ,25.5  ,N/A  ,0.038   ,0.018   ,0.005   ,0.019   ,0.007   ,1.33    ,43      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,1000,6.3   ,2     ,27.5  ,N/A  ,0.022   ,0.005   ,0.004   ,0.017   ,0.021   ,0.91    ,27      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,1100,6.7   ,23    ,28.5  ,N/A  ,0.024   ,0.005   ,CAL     ,0.019   ,0.027   ,0.93    ,35      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,1200,4.4   ,68    ,30.0  ,N/A  ,0.029   ,0.005   ,0.019   ,0.024   ,0.047   ,CAL     ,72      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,1300,6.1   ,27    ,33.4  ,N/A  ,CAL     ,CAL     ,0.015   ,CAL     ,0.076   ,0.96    ,72      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,1400,5.8   ,82    ,32.6  ,N/A  ,0.011   ,0.002   ,0.006   ,0.009   ,CAL     ,0.56    ,36      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,1500,8.3   ,185   ,32.3  ,N/A  ,0.015   ,0.002   ,0.006   ,0.013   ,0.069   ,0.72    ,52      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,1600,9.5   ,229   ,32.1  ,N/A  ,0.009   ,0.001   ,0.004   ,0.008   ,0.062   ,0.57    ,54      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,1700,8.2   ,253   ,33.3  ,N/A  ,0.009   ,0.002   ,0.003   ,0.007   ,0.052   ,0.52    ,49      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,1800,5.8   ,255   ,30.6  ,N/A  ,0.015   ,0.002   ,0.004   ,0.013   ,0.047   ,0.67    ,55      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,1900,2.6   ,241   ,28.2  ,N/A  ,0.025   ,0.004   ,0.004   ,0.021   ,0.028   ,1.01    ,49      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,2000,2.7   ,344   ,26.5  ,N/A  ,0.027   ,0.005   ,0.004   ,0.022   ,0.019   ,1.08    ,62      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,2100,4.3   ,223   ,25.9  ,N/A  ,0.037   ,0.010   ,0.004   ,0.027   ,0.018   ,1.19    ,61      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,2200,4.0   ,231   ,25.5  ,N/A  ,0.037   ,0.013   ,0.004   ,0.024   ,0.012   ,1.17    ,37      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,2300,2.6   ,313   ,24.6  ,N/A  ,0.039   ,0.016   ,0.003   ,0.022   ,0.006   ,1.08    ,33      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010103,2400,3.7   ,356   ,25.5  ,N/A  ,0.026   ,0.006   ,0.003   ,0.020   ,0.015   ,1.01    ,30      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,0100,7.1   ,12    ,25.4  ,N/A  ,0.016   ,0.003   ,0.003   ,0.012   ,0.021   ,0.72    ,26      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,0200,8.2   ,14    ,23.8  ,N/A  ,0.007   ,0.001   ,0.003   ,0.006   ,0.027   ,0.43    ,17      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,0300,8.3   ,6     ,22.7  ,N/A  ,0.004   ,0.001   ,0.003   ,0.003   ,0.031   ,0.36    ,8       
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,0400,6.1   ,13    ,22.6  ,N/A  ,0.002   ,0.001   ,0.002   ,0.001   ,0.031   ,0.36    ,26      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,0500,4.5   ,2     ,23.0  ,N/A  ,0.003   ,0.001   ,0.002   ,0.002   ,0.029   ,0.38    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,0600,3.2   ,338   ,23.2  ,N/A  ,0.005   ,0.002   ,0.003   ,0.003   ,0.020   ,0.43    ,22      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,0700,3.7   ,328   ,23.0  ,N/A  ,0.017   ,0.005   ,0.003   ,0.011   ,0.008   ,0.65    ,26      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,0800,2.6   ,311   ,23.1  ,N/A  ,0.056   ,0.034   ,0.003   ,0.022   ,0.003   ,1.60    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,0900,2.5   ,291   ,23.1  ,N/A  ,0.061   ,0.041   ,0.003   ,0.020   ,0.003   ,1.58    ,28      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,1000,2.4   ,294   ,23.4  ,N/A  ,0.044   ,0.023   ,CAL     ,0.021   ,0.005   ,1.34    ,28      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,1100,2.8   ,309   ,23.9  ,N/A  ,0.028   ,0.011   ,0.003   ,0.017   ,0.010   ,CAL     ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,1200,4.7   ,350   ,24.4  ,N/A  ,CAL     ,CAL     ,0.003   ,CAL     ,0.012   ,1.26    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,1300,5.0   ,9     ,25.4  ,N/A  ,0.027   ,0.008   ,0.003   ,0.019   ,CAL     ,1.06    ,28      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,1400,6.7   ,4     ,25.6  ,N/A  ,0.027   ,0.009   ,0.003   ,0.018   ,0.021   ,0.97    ,30      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,1500,8.7   ,343   ,25.8  ,N/A  ,0.032   ,0.010   ,0.004   ,0.021   ,0.025   ,0.83    ,39      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,1600,7.5   ,335   ,25.9  ,N/A  ,0.018   ,0.005   ,0.003   ,0.013   ,0.028   ,0.72    ,30      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,1700,6.6   ,328   ,26.3  ,N/A  ,0.028   ,0.011   ,0.003   ,0.017   ,0.023   ,0.74    ,34      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,1800,3.1   ,335   ,26.2  ,N/A  ,0.050   ,0.024   ,0.005   ,0.025   ,0.012   ,1.15    ,43      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,1900,3.2   ,306   ,25.5  ,N/A  ,0.063   ,0.040   ,0.005   ,0.023   ,0.004   ,1.75    ,42      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,2000,3.8   ,314   ,24.2  ,N/A  ,0.062   ,0.038   ,0.004   ,0.024   ,0.004   ,1.85    ,63      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,2100,3.2   ,324   ,23.5  ,N/A  ,0.057   ,0.034   ,0.004   ,0.023   ,0.003   ,1.80    ,45      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,2200,9.4   ,326   ,25.0  ,N/A  ,0.023   ,0.011   ,0.002   ,0.012   ,0.014   ,0.77    ,34      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,2300,6.3   ,341   ,25.1  ,N/A  ,0.021   ,0.008   ,0.002   ,0.013   ,0.011   ,0.78    ,36      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010104,2400,4.4   ,347   ,23.9  ,N/A  ,0.030   ,0.013   ,0.003   ,0.017   ,0.005   ,1.03    ,45      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,0100,4.1   ,338   ,22.7  ,N/A  ,0.019   ,0.008   ,0.002   ,0.011   ,0.005   ,0.79    ,37      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,0200,4.3   ,339   ,22.4  ,N/A  ,0.012   ,0.003   ,0.002   ,0.009   ,0.010   ,0.60    ,33      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,0300,4.6   ,348   ,22.0  ,N/A  ,0.008   ,0.002   ,0.002   ,0.006   ,0.016   ,0.47    ,30      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,0400,3.6   ,321   ,22.1  ,N/A  ,0.006   ,0.002   ,0.002   ,0.004   ,0.016   ,0.42    ,33      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,0500,2.4   ,319   ,21.6  ,N/A  ,0.006   ,0.002   ,0.002   ,0.004   ,0.009   ,0.41    ,32      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,0600,2.5   ,309   ,21.5  ,N/A  ,0.008   ,0.004   ,0.002   ,0.005   ,0.006   ,0.44    ,31      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,0700,1.3   ,316   ,20.9  ,N/A  ,0.030   ,0.020   ,0.002   ,0.010   ,0.002   ,0.79    ,42      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,0800,1.8   ,300   ,20.9  ,N/A  ,0.069   ,0.053   ,0.003   ,0.016   ,0.003   ,1.68    ,47      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,0900,1.6   ,320   ,22.6  ,N/A  ,0.073   ,0.054   ,CAL     ,0.019   ,0.004   ,1.99    ,41      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,1000,4.3   ,31    ,28.4  ,N/A  ,0.040   ,0.014   ,0.004   ,0.026   ,0.019   ,CAL     ,35      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,1100,4.4   ,66    ,31.3  ,N/A  ,CAL     ,CAL     ,0.008   ,CAL     ,0.052   ,1.47    ,60      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,1200,7.4   ,127   ,32.5  ,N/A  ,0.015   ,0.003   ,0.010   ,0.012   ,CAL     ,0.62    ,47      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,1300,9.6   ,156   ,32.6  ,N/A  ,0.010   ,0.003   ,0.006   ,0.007   ,0.050   ,0.44    ,29      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,1400,10.2  ,169   ,32.4  ,N/A  ,0.010   ,0.003   ,0.006   ,0.007   ,0.051   ,0.42    ,20      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,1500,10.6  ,209   ,32.7  ,N/A  ,0.012   ,0.004   ,CAL     ,0.008   ,0.051   ,CAL     ,40      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,1600,11.7  ,197   ,32.2  ,N/A  ,0.010   ,0.003   ,CAL     ,0.007   ,0.057   ,CAL     ,29      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,1700,12.3  ,198   ,30.3  ,N/A  ,CAL     ,CAL     ,CAL     ,CAL     ,0.052   ,CAL     ,15      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,1800,11.4  ,221   ,27.7  ,N/A  ,CAL     ,CAL     ,0.002   ,CAL     ,0.046   ,0.51    ,29      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,1900,4.4   ,248   ,26.3  ,N/A  ,N/A     ,N/A     ,0.001   ,N/A     ,CAL     ,0.87    ,29      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,2000,4.1   ,294   ,25.1  ,N/A  ,0.042   ,0.020   ,0.002   ,0.022   ,CAL     ,1.24    ,39      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,2100,5.0   ,309   ,23.8  ,N/A  ,0.037   ,0.019   ,0.001   ,0.018   ,0.009   ,1.03    ,31      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,2200,4.5   ,314   ,23.3  ,N/A  ,0.033   ,0.016   ,0.001   ,0.017   ,0.008   ,0.92    ,26      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,2300,4.0   ,315   ,23.7  ,N/A  ,0.044   ,0.025   ,0.002   ,0.019   ,0.005   ,1.15    ,39      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010105,2400,3.5   ,316   ,24.0  ,N/A  ,0.033   ,0.018   ,0.001   ,0.015   ,0.006   ,0.85    ,31      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,0100,3.2   ,315   ,24.3  ,N/A  ,0.035   ,0.018   ,0.001   ,0.017   ,0.003   ,1.01    ,21      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,0200,2.7   ,324   ,24.3  ,N/A  ,0.023   ,0.008   ,0.001   ,0.015   ,0.003   ,1.01    ,52      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,0300,2.5   ,306   ,23.6  ,N/A  ,0.015   ,0.007   ,0.001   ,0.008   ,0.003   ,0.80    ,44      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,0400,2.7   ,313   ,23.3  ,N/A  ,0.009   ,0.004   ,0.001   ,0.005   ,0.004   ,0.54    ,45      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,0500,2.8   ,309   ,23.0  ,N/A  ,0.006   ,0.003   ,0.001   ,0.003   ,0.006   ,0.48    ,31      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,0600,3.6   ,309   ,22.8  ,N/A  ,0.006   ,0.002   ,0.001   ,0.004   ,0.007   ,0.43    ,28      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,0700,3.6   ,313   ,22.9  ,N/A  ,0.019   ,0.012   ,0.001   ,0.007   ,0.004   ,0.67    ,37      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,0800,3.1   ,310   ,23.0  ,N/A  ,0.038   ,0.029   ,CAL     ,0.009   ,0.003   ,1.15    ,43      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,0900,2.1   ,321   ,23.9  ,N/A  ,0.054   ,0.044   ,0.003   ,0.009   ,0.003   ,CAL     ,29      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,1000,2.4   ,53    ,29.2  ,N/A  ,CAL     ,CAL     ,0.002   ,CAL     ,0.019   ,0.98    ,27      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,1100,3.9   ,136   ,32.2  ,N/A  ,0.023   ,0.004   ,0.003   ,0.019   ,CAL     ,0.86    ,27      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,1200,6.1   ,90    ,32.8  ,N/A  ,0.018   ,0.003   ,0.008   ,0.015   ,0.057   ,0.72    ,41      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,1300,4.5   ,79    ,32.7  ,N/A  ,0.011   ,0.001   ,0.007   ,0.010   ,0.076   ,0.63    ,42      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,1400,7.5   ,221   ,33.5  ,N/A  ,0.008   ,0.001   ,0.003   ,0.007   ,0.059   ,0.53    ,39      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,1500,9.0   ,190   ,32.8  ,N/A  ,0.007   ,0.001   ,0.002   ,0.006   ,0.060   ,0.48    ,25      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,1600,8.4   ,214   ,34.7  ,N/A  ,0.005   ,0.001   ,0.002   ,0.004   ,0.058   ,0.43    ,30      
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20010106,1700,8.2   ,220   ,34.9  ,N/A  ,0.007   ,0.002   ,0.002   ,0.005   ,0.056   ,0.44    ,29      
