,Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg,API_Main
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,0300,3.7   ,57    ,23.1  ,N/A  ,0.014   ,CAL     ,0.007   ,0.62    ,25      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,0400,3.0   ,21    ,22.5  ,N/A  ,0.014   ,0.010   ,CAL     ,0.58    ,36      ,35    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,0500,3.7   ,48    ,22.1  ,N/A  ,0.014   ,0.009   ,0.008   ,0.64    ,10      ,35    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,0600,5.1   ,45    ,21.5  ,N/A  ,0.013   ,0.007   ,0.010   ,0.48    ,51      ,35    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,0700,4.1   ,24    ,21.3  ,N/A  ,0.015   ,0.015   ,0.003   ,0.95    ,48      ,35    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,0800,3.4   ,350   ,21.6  ,N/A  ,0.018   ,0.020   ,0.001   ,1.71    ,21      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,0900,6.1   ,45    ,22.5  ,N/A  ,0.017   ,0.021   ,0.002   ,1.74    ,31      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,1000,10.3  ,55    ,23.7  ,N/A  ,0.014   ,0.013   ,0.010   ,0.78    ,63      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,1100,7.9   ,40    ,25.9  ,N/A  ,0.012   ,0.010   ,0.020   ,0.58    ,12      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,1200,7.8   ,47    ,28.6  ,N/A  ,0.010   ,0.010   ,0.023   ,0.46    ,44      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,1300,8.4   ,50    ,30.5  ,N/A  ,0.011   ,0.009   ,0.027   ,0.34    ,43      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,1400,8.0   ,23    ,31.8  ,N/A  ,0.011   ,0.007   ,0.030   ,0.18    ,48      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,1500,12.4  ,322   ,32.0  ,N/A  ,0.011   ,0.013   ,0.039   ,0.44    ,60      ,39    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,1600,14.2  ,322   ,31.4  ,N/A  ,0.012   ,0.011   ,0.035   ,0.30    ,33      ,35    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,1700,15.0  ,321   ,31.4  ,N/A  ,0.012   ,0.011   ,0.030   ,0.42    ,40      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,1800,14.2  ,321   ,31.1  ,N/A  ,N/A     ,0.014   ,0.023   ,0.35    ,10      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,1900,12.1  ,320   ,29.8  ,N/A  ,CAL     ,0.020   ,0.019   ,0.94    ,70      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,2000,8.3   ,315   ,28.9  ,N/A  ,CAL     ,0.025   ,0.009   ,1.32    ,49      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,2100,5.8   ,328   ,28.3  ,N/A  ,CAL     ,0.028   ,0.007   ,1.49    ,44      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,2200,3.0   ,111   ,27.1  ,N/A  ,0.017   ,0.032   ,0.002   ,2.10    ,96      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,2300,3.7   ,174   ,26.7  ,N/A  ,0.015   ,0.032   ,0.003   ,2.46    ,91      ,35    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970103,2400,4.7   ,70    ,25.7  ,N/A  ,0.014   ,0.027   ,0.003   ,CAL     ,68      ,34    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,0100,3.9   ,45    ,24.7  ,N/A  ,CAL     ,0.019   ,0.004   ,1.23    ,63      ,34    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,0200,3.3   ,24    ,24.0  ,N/A  ,0.013   ,CAL     ,0.007   ,0.89    ,42      ,34    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,0300,2.5   ,15    ,23.1  ,N/A  ,0.013   ,0.011   ,CAL     ,0.93    ,56      ,34    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,0400,3.3   ,6     ,23.0  ,N/A  ,0.023   ,0.011   ,0.004   ,0.81    ,39      ,35    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,0500,3.4   ,19    ,22.5  ,N/A  ,0.017   ,0.008   ,0.004   ,0.66    ,31      ,35    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,0600,3.6   ,11    ,22.1  ,N/A  ,0.019   ,0.009   ,0.002   ,0.70    ,68      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,0700,2.7   ,28    ,21.6  ,N/A  ,0.014   ,0.008   ,0.002   ,1.03    ,21      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,0800,3.2   ,32    ,21.5  ,N/A  ,0.014   ,0.012   ,0.002   ,1.63    ,83      ,35    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,0900,4.6   ,37    ,22.3  ,N/A  ,0.013   ,0.013   ,0.002   ,1.61    ,73      ,35    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,1000,5.6   ,49    ,24.8  ,N/A  ,0.013   ,0.013   ,0.009   ,1.01    ,44      ,35    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,1100,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,35    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,1200,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,1300,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,1400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,37    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,1500,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,CAL     ,N/A     ,44      ,38    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,1600,11.8  ,326   ,31.3  ,N/A  ,N/A     ,0.013   ,CAL     ,0.20    ,55      ,38    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,1700,14.6  ,321   ,30.9  ,N/A  ,0.003   ,0.009   ,0.036   ,0.52    ,26      ,37    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,1800,12.7  ,314   ,31.0  ,N/A  ,0.003   ,0.016   ,0.026   ,0.97    ,44      ,37    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,1900,8.2   ,305   ,30.4  ,N/A  ,0.003   ,0.026   ,0.013   ,1.50    ,46      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,2000,4.8   ,300   ,29.3  ,N/A  ,0.003   ,0.030   ,0.007   ,1.94    ,52      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,2100,4.2   ,102   ,27.8  ,N/A  ,0.005   ,0.033   ,0.004   ,2.42    ,102     ,38    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,2200,3.1   ,107   ,27.7  ,N/A  ,0.005   ,0.035   ,0.004   ,2.74    ,115     ,39    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,2300,3.9   ,27    ,27.2  ,N/A  ,0.005   ,0.032   ,0.002   ,CAL     ,99      ,39    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970104,2400,4.7   ,33    ,26.2  ,N/A  ,CAL     ,0.022   ,0.000   ,1.44    ,41      ,38    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,0100,3.5   ,23    ,25.2  ,N/A  ,0.005   ,CAL     ,0.001   ,1.19    ,39      ,37    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,0200,4.1   ,49    ,24.1  ,N/A  ,0.003   ,0.010   ,CAL     ,0.78    ,24      ,37    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,0300,3.4   ,59    ,23.7  ,N/A  ,0.003   ,0.010   ,0.003   ,0.69    ,27      ,36    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,0400,3.3   ,355   ,23.4  ,N/A  ,0.003   ,0.009   ,0.003   ,0.64    ,24      ,35    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,0500,3.8   ,4     ,23.2  ,N/A  ,0.003   ,0.008   ,0.004   ,0.55    ,31      ,35    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,0600,3.6   ,360   ,22.8  ,N/A  ,0.002   ,0.008   ,0.003   ,0.51    ,40      ,34    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,0700,3.0   ,20    ,22.3  ,N/A  ,0.002   ,0.009   ,0.002   ,0.63    ,28      ,35    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,0800,2.3   ,27    ,21.9  ,N/A  ,0.003   ,0.010   ,0.002   ,0.92    ,26      ,33    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,0900,3.1   ,33    ,22.8  ,N/A  ,0.004   ,0.012   ,0.003   ,1.27    ,67      ,33    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,1000,6.5   ,47    ,24.4  ,N/A  ,0.002   ,0.009   ,0.009   ,0.74    ,26      ,32    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,1100,6.4   ,41    ,26.5  ,N/A  ,0.001   ,0.009   ,0.020   ,0.64    ,41      ,32    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,1200,5.9   ,56    ,28.5  ,N/A  ,0.000   ,0.007   ,0.029   ,0.42    ,67      ,32    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,1300,5.6   ,70    ,30.2  ,N/A  ,0.000   ,0.004   ,0.032   ,0.34    ,38      ,32    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,1400,5.5   ,70    ,31.5  ,N/A  ,0.000   ,0.003   ,0.030   ,0.12    ,26      ,31    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,1500,9.6   ,353   ,31.9  ,N/A  ,0.000   ,0.007   ,0.028   ,0.27    ,36      ,31    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,1600,10.5  ,318   ,32.0  ,N/A  ,0.001   ,0.008   ,0.028   ,0.41    ,27      ,30    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,1700,10.0  ,303   ,31.4  ,N/A  ,0.001   ,0.009   ,0.027   ,0.48    ,37      ,31    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,1800,7.7   ,270   ,30.7  ,N/A  ,0.001   ,0.008   ,0.033   ,0.44    ,39      ,33    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,1900,8.1   ,208   ,29.7  ,N/A  ,0.006   ,0.010   ,0.038   ,0.48    ,68      ,38    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,2000,9.7   ,206   ,28.6  ,N/A  ,0.007   ,0.014   ,0.027   ,0.65    ,33      ,31    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,2100,7.9   ,202   ,28.3  ,N/A  ,0.011   ,0.015   ,0.023   ,0.73    ,36      ,29    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,2200,5.4   ,182   ,28.1  ,N/A  ,0.009   ,0.022   ,0.013   ,CAL     ,39      ,27    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,2300,5.8   ,122   ,27.3  ,N/A  ,CAL     ,0.028   ,0.008   ,1.40    ,52      ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970105,2400,6.3   ,68    ,26.6  ,N/A  ,0.005   ,CAL     ,0.005   ,1.33    ,40      ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,0100,6.2   ,42    ,26.2  ,N/A  ,0.003   ,0.013   ,CAL     ,0.76    ,27      ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,0200,5.1   ,42    ,26.0  ,N/A  ,0.002   ,0.006   ,0.010   ,0.43    ,18      ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,0300,3.8   ,28    ,25.5  ,N/A  ,0.003   ,0.005   ,0.011   ,0.34    ,45      ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,0400,4.4   ,330   ,25.0  ,N/A  ,0.002   ,0.005   ,0.011   ,0.30    ,10      ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,0500,3.9   ,352   ,24.5  ,N/A  ,0.003   ,0.002   ,0.013   ,0.27    ,24      ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,0600,4.4   ,34    ,23.8  ,N/A  ,0.003   ,0.006   ,0.007   ,0.34    ,31      ,24    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,0700,3.7   ,43    ,23.5  ,N/A  ,0.005   ,0.012   ,0.002   ,0.85    ,18      ,24    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,0800,3.2   ,29    ,23.6  ,N/A  ,0.007   ,0.018   ,0.001   ,1.86    ,40      ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,0900,5.1   ,51    ,24.1  ,N/A  ,0.006   ,0.020   ,0.003   ,1.48    ,66      ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,1000,6.3   ,53    ,25.6  ,N/A  ,0.004   ,0.013   ,0.011   ,0.71    ,33      ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,1100,5.6   ,52    ,27.4  ,N/A  ,0.001   ,0.009   ,0.023   ,0.37    ,29      ,24    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,1200,6.3   ,47    ,29.6  ,N/A  ,0.000   ,0.010   ,0.025   ,0.29    ,41      ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,1300,6.8   ,36    ,31.4  ,N/A  ,0.000   ,0.007   ,0.025   ,0.28    ,56      ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,1400,7.0   ,356   ,32.1  ,N/A  ,0.000   ,0.005   ,0.023   ,0.20    ,N/A     ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,1500,7.7   ,6     ,32.1  ,N/A  ,0.002   ,0.011   ,0.021   ,0.30    ,40      ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,1600,10.3  ,321   ,31.9  ,N/A  ,0.002   ,0.012   ,0.025   ,0.44    ,52      ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,1700,15.1  ,324   ,31.6  ,N/A  ,0.002   ,0.009   ,0.025   ,0.40    ,44      ,26    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,1800,14.0  ,318   ,31.4  ,N/A  ,0.002   ,0.012   ,0.021   ,0.51    ,51      ,26    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,1900,8.1   ,90    ,28.4  ,N/A  ,0.003   ,0.023   ,0.007   ,1.20    ,52      ,25    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,2000,7.1   ,99    ,27.5  ,N/A  ,0.004   ,0.026   ,0.005   ,1.64    ,112     ,28    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,2100,4.7   ,84    ,27.0  ,N/A  ,0.004   ,0.025   ,0.003   ,CAL     ,61      ,28    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,2200,6.4   ,61    ,25.6  ,N/A  ,CAL     ,0.017   ,0.003   ,1.26    ,46      ,29    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,2300,5.3   ,51    ,25.4  ,N/A  ,0.007   ,CAL     ,0.002   ,1.39    ,33      ,28    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19970106,2400,5.4   ,48    ,25.1  ,N/A  ,0.006   ,0.016   ,CAL     ,1.01    ,35      ,28    
