Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg,API_Main
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,0100,3.9   ,4     ,24.5  ,91   ,0.000   ,0.014   ,0.005   ,0.80    ,45      ,45    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,0200,3.6   ,354   ,24.4  ,92   ,0.000   ,0.014   ,0.005   ,1.14    ,34      ,45    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,0300,3.9   ,360   ,24.2  ,92   ,0.000   ,0.013   ,0.004   ,1.10    ,33      ,43    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,0400,2.6   ,357   ,24.1  ,92   ,0.000   ,0.012   ,0.005   ,1.00    ,25      ,43    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,0500,3.0   ,1     ,24.1  ,93   ,CAL     ,0.010   ,0.007   ,0.90    ,26      ,43    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,0600,3.2   ,346   ,23.8  ,93   ,0.002   ,0.008   ,0.008   ,CAL     ,27      ,43    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,0700,4.6   ,353   ,24.1  ,94   ,0.001   ,CAL     ,0.006   ,0.94    ,29      ,43    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,0800,5.8   ,2     ,24.2  ,93   ,0.000   ,0.009   ,CAL     ,1.04    ,32      ,43    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,0900,7.3   ,358   ,24.6  ,93   ,0.000   ,0.007   ,0.008   ,0.94    ,32      ,43    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,1000,6.1   ,353   ,25.8  ,89   ,0.000   ,0.006   ,0.011   ,0.85    ,34      ,43    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,1100,6.5   ,350   ,27.8  ,82   ,0.000   ,0.005   ,0.017   ,0.71    ,22      ,42    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,1200,6.1   ,2     ,31.2  ,70   ,N/A     ,0.004   ,0.026   ,0.65    ,25      ,41    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,1300,5.2   ,327   ,33.0  ,66   ,0.000   ,0.006   ,0.037   ,0.65    ,30      ,41    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,1400,6.3   ,220   ,34.2  ,64   ,0.000   ,0.006   ,0.053   ,0.57    ,25      ,53    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,1500,5.9   ,205   ,33.4  ,64   ,0.000   ,0.010   ,0.043   ,0.60    ,39      ,43    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,1600,10.5  ,181   ,33.3  ,63   ,0.000   ,0.006   ,0.042   ,0.63    ,35      ,42    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,1700,7.2   ,240   ,28.9  ,77   ,N/A     ,0.005   ,0.042   ,0.65    ,33      ,42    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,1800,7.7   ,266   ,24.9  ,92   ,0.000   ,0.007   ,0.023   ,0.65    ,36      ,40    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,1900,4.5   ,166   ,25.1  ,92   ,0.000   ,0.016   ,0.014   ,0.92    ,36      ,38    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,2000,6.7   ,38    ,24.8  ,94   ,0.000   ,0.019   ,0.012   ,1.15    ,30      ,37    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,2100,2.2   ,16    ,24.5  ,96   ,0.000   ,0.015   ,0.016   ,1.03    ,28      ,35    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,2200,4.0   ,2     ,24.5  ,97   ,0.000   ,0.021   ,0.009   ,1.48    ,33      ,33    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,2300,3.5   ,353   ,23.9  ,97   ,0.000   ,0.017   ,N/A     ,1.26    ,29      ,32    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060101,2400,1.8   ,349   ,23.2  ,97   ,0.000   ,0.016   ,N/A     ,1.52    ,28      ,31    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,0100,2.3   ,340   ,23.3  ,97   ,0.000   ,0.013   ,0.005   ,1.51    ,34      ,31    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,0200,1.3   ,348   ,23.6  ,97   ,0.000   ,0.012   ,0.005   ,1.49    ,36      ,31    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,0300,3.5   ,358   ,23.5  ,97   ,0.000   ,0.011   ,0.004   ,1.22    ,29      ,30    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,0400,3.7   ,350   ,23.5  ,97   ,CAL     ,0.010   ,0.004   ,1.25    ,32      ,31    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,0500,3.6   ,319   ,23.6  ,97   ,0.002   ,0.010   ,0.005   ,CAL     ,23      ,31    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,0600,2.3   ,295   ,23.8  ,96   ,0.001   ,CAL     ,0.004   ,0.93    ,35      ,31    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,0700,2.4   ,26    ,23.7  ,96   ,0.000   ,0.011   ,CAL     ,1.15    ,34      ,31    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,0800,3.2   ,355   ,23.7  ,96   ,0.000   ,0.010   ,0.004   ,1.25    ,33      ,31    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,0900,2.7   ,12    ,24.4  ,94   ,0.000   ,0.010   ,N/A     ,1.13    ,35      ,31    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,1000,3.0   ,316   ,26.1  ,88   ,0.001   ,0.014   ,N/A     ,1.09    ,41      ,32    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,1100,3.0   ,315   ,28.1  ,82   ,0.004   ,0.019   ,0.016   ,1.07    ,53      ,33    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,1200,5.1   ,184   ,29.0  ,80   ,0.003   ,0.012   ,0.028   ,0.77    ,35      ,33    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,1300,5.9   ,177   ,29.7  ,78   ,0.002   ,0.009   ,0.042   ,0.79    ,39      ,42    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,1400,7.7   ,175   ,30.6  ,75   ,0.001   ,0.008   ,0.040   ,0.67    ,38      ,40    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,1500,10.0  ,173   ,30.1  ,77   ,0.000   ,0.005   ,0.036   ,0.61    ,35      ,36    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,1600,7.3   ,195   ,25.8  ,91   ,0.000   ,0.011   ,0.026   ,0.74    ,32      ,34    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,1700,5.4   ,240   ,24.0  ,96   ,N/A     ,0.007   ,0.021   ,0.66    ,34      ,34    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,1800,5.3   ,170   ,24.9  ,94   ,N/A     ,0.010   ,0.018   ,0.85    ,29      ,34    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,1900,5.6   ,94    ,25.0  ,92   ,N/A     ,0.016   ,0.012   ,1.02    ,36      ,34    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,2000,3.4   ,106   ,24.4  ,94   ,0.000   ,0.018   ,0.007   ,1.20    ,24      ,33    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,2100,1.7   ,314   ,24.4  ,94   ,0.003   ,0.016   ,0.007   ,0.93    ,58      ,35    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,2200,1.0   ,297   ,24.1  ,95   ,0.002   ,0.017   ,0.005   ,1.07    ,43      ,35    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,2300,1.0   ,355   ,24.2  ,97   ,0.001   ,0.016   ,0.004   ,1.33    ,43      ,36    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060102,2400,3.2   ,101   ,24.0  ,97   ,0.002   ,0.018   ,0.005   ,1.90    ,59      ,37    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,0100,5.1   ,88    ,23.8  ,97   ,0.002   ,0.014   ,0.005   ,1.87    ,62      ,38    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,0200,3.0   ,54    ,23.5  ,97   ,0.003   ,0.012   ,0.005   ,1.40    ,44      ,39    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,0300,2.9   ,9     ,23.6  ,97   ,CAL     ,0.011   ,0.005   ,1.15    ,44      ,39    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,0400,3.3   ,1     ,23.6  ,97   ,0.004   ,0.012   ,0.004   ,CAL     ,44      ,40    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,0500,3.4   ,356   ,23.4  ,97   ,0.002   ,CAL     ,0.005   ,1.16    ,40      ,40    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,0600,3.4   ,351   ,23.3  ,97   ,0.001   ,0.010   ,CAL     ,1.04    ,39      ,40    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,0700,3.1   ,350   ,22.9  ,97   ,0.001   ,0.009   ,0.005   ,1.16    ,35      ,40    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,0800,3.1   ,321   ,22.9  ,97   ,0.000   ,0.010   ,0.004   ,1.58    ,52      ,41    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,0900,4.1   ,329   ,23.7  ,95   ,0.002   ,0.010   ,0.006   ,1.49    ,50      ,42    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,1000,3.8   ,302   ,27.1  ,82   ,0.001   ,0.012   ,0.013   ,1.16    ,43      ,42    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,1100,5.2   ,320   ,28.6  ,78   ,0.002   ,0.017   ,0.020   ,1.09    ,56      ,42    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,1200,4.2   ,283   ,29.0  ,77   ,0.004   ,0.018   ,0.032   ,1.01    ,65      ,43    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,1300,5.6   ,192   ,31.7  ,67   ,0.002   ,0.015   ,0.037   ,0.87    ,43      ,44    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,1400,6.3   ,185   ,31.1  ,69   ,0.002   ,0.016   ,0.043   ,0.74    ,51      ,44    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,1500,6.9   ,186   ,31.2  ,69   ,0.000   ,0.013   ,0.031   ,0.71    ,34      ,44    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,1600,8.7   ,177   ,31.9  ,65   ,0.000   ,0.013   ,0.042   ,0.73    ,43      ,44    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,1700,8.7   ,171   ,30.5  ,68   ,0.000   ,0.016   ,0.041   ,0.72    ,37      ,45    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,1800,6.9   ,163   ,30.2  ,72   ,0.000   ,0.014   ,0.042   ,0.86    ,45      ,45    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,1900,9.3   ,310   ,29.3  ,75   ,0.000   ,0.010   ,0.027   ,0.86    ,37      ,45    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,2000,10.4  ,306   ,28.0  ,78   ,0.000   ,0.008   ,0.022   ,0.72    ,35      ,46    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,2100,8.5   ,354   ,26.7  ,85   ,0.000   ,0.009   ,0.018   ,0.81    ,20      ,44    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,2200,6.7   ,21    ,24.5  ,95   ,N/A     ,0.010   ,0.010   ,0.86    ,26      ,43    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,2300,4.2   ,353   ,24.2  ,96   ,N/A     ,0.014   ,0.005   ,0.95    ,24      ,43    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060103,2400,3.1   ,333   ,24.2  ,96   ,N/A     ,0.014   ,0.004   ,1.12    ,23      ,41    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,0100,2.2   ,346   ,24.2  ,96   ,N/A     ,0.013   ,N/A     ,0.99    ,24      ,40    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,0200,3.2   ,4     ,24.0  ,95   ,CAL     ,0.012   ,0.006   ,0.94    ,29      ,39    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,0300,4.6   ,358   ,24.0  ,95   ,N/A     ,0.012   ,0.005   ,CAL     ,24      ,38    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,0400,3.8   ,0     ,23.7  ,96   ,N/A     ,CAL     ,0.007   ,0.81    ,30      ,38    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,0500,4.2   ,333   ,23.7  ,97   ,N/A     ,0.005   ,CAL     ,0.82    ,23      ,37    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,0600,4.0   ,0     ,23.6  ,98   ,N/A     ,0.006   ,0.008   ,0.69    ,22      ,36    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,0700,2.4   ,337   ,23.5  ,98   ,N/A     ,0.007   ,0.006   ,0.83    ,25      ,36    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,0800,2.3   ,12    ,23.6  ,98   ,N/A     ,0.012   ,0.004   ,1.80    ,35      ,35    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,0900,4.0   ,344   ,23.7  ,98   ,N/A     ,0.009   ,0.004   ,2.00    ,33      ,34    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,1000,3.9   ,336   ,24.4  ,97   ,N/A     ,0.013   ,0.005   ,1.42    ,55      ,35    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,1100,4.0   ,343   ,25.8  ,93   ,N/A     ,0.019   ,0.007   ,1.02    ,53      ,35    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,1200,5.5   ,326   ,27.6  ,85   ,N/A     ,0.011   ,0.014   ,CAL     ,38      ,34    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,1300,6.8   ,353   ,28.3  ,82   ,CAL     ,0.010   ,0.020   ,CAL     ,32      ,33    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,1400,5.8   ,1     ,30.3  ,76   ,CAL     ,0.011   ,0.029   ,0.13    ,33      ,33    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,1500,6.5   ,295   ,31.2  ,71   ,CAL     ,0.012   ,0.051   ,0.07    ,45      ,51    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,1600,6.8   ,226   ,31.1  ,67   ,CAL     ,CAL     ,0.055   ,N/A     ,43      ,55    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,1700,7.4   ,184   ,30.9  ,66   ,N/A     ,CAL     ,0.053   ,0.30    ,48      ,53    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,1800,9.1   ,172   ,30.4  ,70   ,N/A     ,0.019   ,CAL     ,0.64    ,72      ,35    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,1900,8.2   ,163   ,29.9  ,74   ,N/A     ,0.020   ,CAL     ,0.70    ,63      ,36    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,2000,6.5   ,110   ,27.3  ,84   ,CAL     ,0.032   ,0.021   ,0.85    ,63      ,37    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,2100,5.4   ,88    ,25.8  ,89   ,CAL     ,0.031   ,0.006   ,1.22    ,81      ,39    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,2200,3.0   ,86    ,25.7  ,87   ,CAL     ,0.030   ,N/A     ,1.56    ,77      ,42    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,2300,3.9   ,79    ,25.1  ,89   ,N/A     ,0.025   ,0.004   ,2.04    ,90      ,44    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060104,2400,4.4   ,88    ,25.4  ,87   ,0.024   ,0.023   ,0.004   ,1.68    ,80      ,47    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,0100,1.6   ,10    ,24.8  ,91   ,0.020   ,0.021   ,0.004   ,1.57    ,79      ,49    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,0200,2.5   ,51    ,25.3  ,92   ,0.018   ,0.021   ,0.004   ,1.36    ,89      ,51    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,0300,5.1   ,107   ,25.7  ,91   ,0.020   ,0.022   ,N/A     ,0.90    ,61      ,52    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,0400,5.4   ,170   ,25.7  ,92   ,0.009   ,0.005   ,0.013   ,0.39    ,33      ,52    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,0500,3.9   ,101   ,25.3  ,92   ,0.007   ,0.008   ,0.010   ,0.53    ,27      ,52    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,0600,3.0   ,37    ,24.6  ,94   ,0.009   ,0.015   ,0.005   ,0.58    ,39      ,52    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,0700,4.3   ,359   ,24.5  ,96   ,0.007   ,0.012   ,0.003   ,0.90    ,47      ,52    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,0800,3.8   ,1     ,24.4  ,96   ,0.007   ,0.011   ,0.003   ,1.31    ,45      ,53    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,0900,4.7   ,1     ,25.3  ,94   ,0.008   ,0.012   ,0.003   ,1.60    ,45      ,53    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,1000,6.9   ,359   ,27.8  ,86   ,0.009   ,0.011   ,0.006   ,1.04    ,47      ,53    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,1100,7.1   ,2     ,29.5  ,79   ,0.006   ,0.008   ,0.012   ,0.57    ,35      ,52    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,1200,6.3   ,354   ,31.8  ,72   ,0.004   ,0.007   ,0.020   ,0.46    ,18      ,52    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,1300,5.4   ,1     ,33.2  ,65   ,0.004   ,0.007   ,0.026   ,0.49    ,35      ,52    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,1400,6.7   ,338   ,33.6  ,63   ,0.004   ,0.007   ,0.029   ,0.27    ,25      ,52    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,1500,5.8   ,302   ,31.7  ,67   ,0.004   ,0.008   ,0.031   ,0.23    ,26      ,51    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,1600,7.4   ,202   ,32.1  ,68   ,0.008   ,0.014   ,0.040   ,0.32    ,48      ,52    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,1700,11.0  ,170   ,32.1  ,68   ,0.005   ,0.016   ,0.039   ,0.40    ,54      ,52    
CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",20060105,1800,10.6  ,282   ,31.7  ,67   ,0.004   ,0.008   ,0.031   ,0.31    ,37      ,51    
