,Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg,API_Main,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990101,1100,7.2   ,34    ,29.2  ,N/A  ,N/A     ,0.006   ,CAL     ,0.54    ,39      ,21    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990101,1200,10.3  ,9     ,30.3  ,N/A  ,N/A     ,0.004   ,0.026   ,0.41    ,34      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990101,1300,9.2   ,11    ,31.3  ,N/A  ,N/A     ,0.004   ,0.035   ,0.41    ,31      ,35    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990101,1400,7.8   ,31    ,31.6  ,N/A  ,N/A     ,0.004   ,0.032   ,0.41    ,26      ,32    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990101,1500,7.7   ,10    ,31.5  ,N/A  ,N/A     ,0.004   ,0.025   ,0.37    ,32      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990101,1600,5.1   ,30    ,31.3  ,N/A  ,N/A     ,0.006   ,0.025   ,0.45    ,39      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990101,1700,4.1   ,197   ,31.2  ,N/A  ,N/A     ,0.006   ,0.039   ,0.49    ,36      ,39    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990101,1800,4.1   ,185   ,30.3  ,N/A  ,N/A     ,0.011   ,0.035   ,0.65    ,48      ,35    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990101,1900,3.7   ,59    ,28.7  ,N/A  ,N/A     ,0.013   ,0.020   ,0.87    ,41      ,22    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990101,2000,4.1   ,311   ,26.7  ,N/A  ,N/A     ,0.020   ,0.004   ,1.40    ,41      ,22    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990101,2100,4.0   ,306   ,26.0  ,N/A  ,N/A     ,0.016   ,0.003   ,1.41    ,46      ,22    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990101,2200,3.7   ,328   ,25.2  ,N/A  ,N/A     ,0.012   ,0.002   ,1.05    ,39      ,22    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990101,2300,4.3   ,315   ,24.6  ,N/A  ,N/A     ,0.012   ,0.003   ,1.23    ,54      ,22    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990101,2400,4.4   ,321   ,24.3  ,N/A  ,N/A     ,0.010   ,0.003   ,1.13    ,49      ,23    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,0100,3.0   ,308   ,24.1  ,N/A  ,N/A     ,0.011   ,0.002   ,0.87    ,40      ,24    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,0200,3.5   ,323   ,23.5  ,N/A  ,N/A     ,0.006   ,0.004   ,0.58    ,40      ,24    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,0300,5.0   ,338   ,23.8  ,N/A  ,N/A     ,0.003   ,0.009   ,0.43    ,48      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,0400,4.3   ,329   ,24.1  ,N/A  ,N/A     ,0.002   ,0.013   ,0.35    ,38      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,0500,2.8   ,331   ,23.1  ,N/A  ,N/A     ,0.002   ,0.009   ,0.52    ,27      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,0600,3.4   ,330   ,22.4  ,N/A  ,N/A     ,0.001   ,0.007   ,0.39    ,40      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,0700,3.9   ,343   ,22.7  ,N/A  ,N/A     ,0.008   ,0.007   ,0.58    ,45      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,0800,4.2   ,356   ,23.2  ,N/A  ,N/A     ,0.012   ,0.006   ,CAL     ,30      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,0900,3.5   ,41    ,25.2  ,N/A  ,N/A     ,CAL     ,0.005   ,1.38    ,46      ,27    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,1000,8.6   ,22    ,27.4  ,N/A  ,N/A     ,0.010   ,CAL     ,0.72    ,37      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,1100,10.2  ,8     ,29.3  ,N/A  ,N/A     ,0.005   ,0.021   ,0.48    ,29      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,1200,9.3   ,4     ,30.6  ,N/A  ,N/A     ,0.006   ,0.031   ,0.44    ,36      ,31    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,1300,8.2   ,33    ,32.1  ,N/A  ,N/A     ,0.004   ,0.038   ,0.40    ,28      ,38    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,1400,7.0   ,50    ,32.0  ,N/A  ,N/A     ,0.003   ,0.035   ,0.36    ,33      ,35    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,1500,4.8   ,70    ,32.3  ,N/A  ,N/A     ,0.002   ,0.037   ,0.36    ,31      ,37    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,1600,5.1   ,103   ,31.5  ,N/A  ,N/A     ,0.003   ,0.036   ,0.35    ,24      ,36    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,1700,6.1   ,220   ,30.8  ,N/A  ,N/A     ,0.007   ,0.034   ,0.51    ,45      ,34    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,1800,4.9   ,265   ,29.6  ,N/A  ,N/A     ,0.009   ,0.025   ,0.56    ,37      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,1900,8.0   ,354   ,26.3  ,N/A  ,N/A     ,0.009   ,0.018   ,0.52    ,26      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,2000,5.0   ,302   ,23.3  ,N/A  ,N/A     ,0.009   ,0.011   ,0.57    ,25      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,2100,3.6   ,322   ,23.7  ,N/A  ,N/A     ,0.012   ,0.003   ,1.14    ,38      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,2200,2.0   ,307   ,24.1  ,N/A  ,N/A     ,0.013   ,0.002   ,1.04    ,28      ,24    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,2300,3.5   ,309   ,24.1  ,N/A  ,N/A     ,0.010   ,0.002   ,1.11    ,35      ,24    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990102,2400,4.1   ,312   ,23.7  ,N/A  ,N/A     ,0.006   ,0.004   ,0.62    ,44      ,24    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,0100,2.9   ,318   ,23.5  ,N/A  ,N/A     ,0.007   ,0.003   ,0.72    ,30      ,23    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,0200,2.7   ,340   ,23.5  ,N/A  ,N/A     ,0.006   ,0.004   ,0.59    ,38      ,23    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,0300,1.8   ,285   ,23.6  ,N/A  ,N/A     ,0.004   ,0.003   ,0.53    ,33      ,23    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,0400,4.6   ,336   ,23.4  ,N/A  ,N/A     ,0.002   ,0.005   ,0.45    ,26      ,22    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,0500,2.1   ,319   ,22.9  ,N/A  ,N/A     ,0.003   ,0.004   ,0.52    ,33      ,23    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,0600,3.4   ,326   ,22.7  ,N/A  ,N/A     ,0.002   ,0.004   ,0.49    ,30      ,22    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,0700,2.6   ,291   ,22.6  ,N/A  ,N/A     ,0.006   ,0.002   ,CAL     ,47      ,22    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,0800,2.7   ,303   ,22.4  ,N/A  ,N/A     ,CAL     ,0.003   ,0.85    ,42      ,23    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,0900,4.1   ,347   ,23.6  ,N/A  ,N/A     ,0.007   ,CAL     ,0.97    ,33      ,22    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,1000,9.7   ,10    ,27.0  ,N/A  ,N/A     ,0.006   ,0.018   ,0.57    ,23      ,22    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,1100,9.2   ,9     ,29.4  ,N/A  ,N/A     ,0.005   ,0.025   ,0.51    ,35      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,1200,7.8   ,0     ,30.3  ,N/A  ,N/A     ,0.009   ,0.043   ,0.67    ,32      ,43    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,1300,6.4   ,19    ,31.5  ,N/A  ,N/A     ,0.007   ,0.055   ,0.61    ,44      ,55    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,1400,7.6   ,46    ,32.6  ,N/A  ,N/A     ,0.005   ,0.051   ,0.43    ,44      ,51    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,1500,6.0   ,122   ,32.7  ,N/A  ,N/A     ,0.003   ,0.054   ,0.37    ,35      ,54    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,1600,5.9   ,204   ,32.3  ,N/A  ,N/A     ,0.004   ,0.065   ,0.43    ,39      ,65    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,1700,6.7   ,223   ,30.9  ,N/A  ,N/A     ,0.007   ,0.046   ,0.52    ,38      ,46    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,1800,5.4   ,286   ,30.4  ,N/A  ,N/A     ,0.007   ,0.036   ,0.51    ,46      ,36    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,1900,3.6   ,318   ,28.9  ,N/A  ,N/A     ,0.011   ,0.022   ,0.68    ,50      ,24    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,2000,9.1   ,358   ,24.9  ,N/A  ,N/A     ,0.009   ,0.020   ,0.46    ,40      ,24    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,2100,6.3   ,353   ,23.9  ,N/A  ,N/A     ,0.016   ,0.007   ,0.77    ,43      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,2200,4.3   ,328   ,23.8  ,N/A  ,N/A     ,0.011   ,0.006   ,0.77    ,33      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,2300,4.5   ,329   ,23.7  ,N/A  ,N/A     ,0.009   ,0.005   ,0.76    ,40      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990103,2400,5.1   ,352   ,23.9  ,N/A  ,N/A     ,0.009   ,0.006   ,0.62    ,32      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,0100,4.3   ,328   ,24.0  ,N/A  ,N/A     ,0.005   ,0.008   ,0.48    ,33      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,0200,4.1   ,320   ,23.7  ,N/A  ,N/A     ,0.001   ,0.007   ,0.38    ,35      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,0300,4.0   ,335   ,23.6  ,N/A  ,N/A     ,0.000   ,0.011   ,0.31    ,29      ,24    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,0400,4.8   ,324   ,23.2  ,N/A  ,N/A     ,0.000   ,0.011   ,0.31    ,31      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,0500,2.8   ,317   ,23.0  ,N/A  ,N/A     ,0.000   ,0.009   ,0.34    ,37      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,0600,2.9   ,315   ,22.9  ,N/A  ,N/A     ,0.002   ,0.005   ,CAL     ,29      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,0700,3.1   ,300   ,22.5  ,N/A  ,N/A     ,CAL     ,0.003   ,0.80    ,38      ,24    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,0800,3.5   ,329   ,22.5  ,N/A  ,N/A     ,0.012   ,CAL     ,2.17    ,35      ,24    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,0900,4.3   ,348   ,24.2  ,N/A  ,N/A     ,0.013   ,0.005   ,1.74    ,40      ,24    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,1000,6.9   ,26    ,27.3  ,N/A  ,N/A     ,0.015   ,0.015   ,1.12    ,27      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,1100,5.2   ,62    ,29.4  ,N/A  ,N/A     ,0.015   ,0.030   ,0.93    ,39      ,30    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,1200,5.1   ,80    ,30.9  ,N/A  ,N/A     ,0.022   ,0.050   ,0.87    ,44      ,50    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,1300,6.3   ,92    ,32.1  ,N/A  ,N/A     ,0.020   ,0.061   ,0.68    ,55      ,61    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,1400,6.5   ,71    ,31.2  ,N/A  ,N/A     ,0.006   ,0.066   ,0.41    ,48      ,66    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,1500,9.0   ,225   ,30.9  ,N/A  ,N/A     ,0.007   ,0.042   ,0.47    ,42      ,42    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,1600,8.6   ,246   ,31.4  ,N/A  ,N/A     ,0.002   ,0.036   ,0.36    ,23      ,36    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,1700,4.8   ,259   ,30.1  ,N/A  ,N/A     ,0.005   ,0.036   ,0.45    ,32      ,36    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,1800,3.1   ,287   ,28.1  ,N/A  ,N/A     ,0.010   ,0.025   ,0.61    ,46      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,1900,2.7   ,279   ,27.1  ,N/A  ,N/A     ,0.018   ,0.010   ,1.06    ,51      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,2000,3.5   ,297   ,25.5  ,N/A  ,N/A     ,0.019   ,0.006   ,1.19    ,54      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,2100,3.9   ,310   ,24.7  ,N/A  ,N/A     ,0.019   ,0.004   ,1.52    ,57      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,2200,3.2   ,313   ,24.6  ,N/A  ,N/A     ,0.017   ,0.003   ,1.30    ,42      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,2300,3.4   ,313   ,24.5  ,N/A  ,N/A     ,0.015   ,0.004   ,1.14    ,46      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990104,2400,3.9   ,309   ,24.4  ,N/A  ,N/A     ,0.014   ,0.003   ,1.13    ,38      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,0100,3.0   ,314   ,24.1  ,N/A  ,N/A     ,0.016   ,0.002   ,1.36    ,57      ,27    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,0200,4.9   ,341   ,24.2  ,N/A  ,N/A     ,0.011   ,0.006   ,0.84    ,64      ,28    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,0300,2.9   ,278   ,23.7  ,N/A  ,N/A     ,0.004   ,0.006   ,0.59    ,37      ,28    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,0400,3.5   ,315   ,23.5  ,N/A  ,N/A     ,0.001   ,0.007   ,0.40    ,35      ,28    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,0500,3.6   ,315   ,23.3  ,N/A  ,N/A     ,0.000   ,0.006   ,CAL     ,45      ,28    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,0600,4.6   ,333   ,23.1  ,N/A  ,N/A     ,CAL     ,0.006   ,0.54    ,38      ,29    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,0700,7.3   ,345   ,23.2  ,N/A  ,N/A     ,0.003   ,CAL     ,0.46    ,23      ,28    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,0800,8.3   ,344   ,23.9  ,N/A  ,N/A     ,0.009   ,0.012   ,0.75    ,30      ,28    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,0900,5.2   ,6     ,24.5  ,N/A  ,N/A     ,0.014   ,0.006   ,0.97    ,45      ,28    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,1000,7.6   ,21    ,27.0  ,N/A  ,N/A     ,0.014   ,0.017   ,0.95    ,30      ,28    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,1100,10.5  ,4     ,28.8  ,N/A  ,N/A     ,0.010   ,0.026   ,0.66    ,33      ,28    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,1200,10.6  ,9     ,30.6  ,N/A  ,N/A     ,0.006   ,0.047   ,0.58    ,42      ,47    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,1300,7.6   ,8     ,32.1  ,N/A  ,N/A     ,0.006   ,0.052   ,0.55    ,34      ,52    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,1400,7.1   ,7     ,33.3  ,N/A  ,N/A     ,0.005   ,0.053   ,0.54    ,34      ,53    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,1500,7.5   ,345   ,32.7  ,N/A  ,N/A     ,0.004   ,0.056   ,0.49    ,44      ,56    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,1600,5.5   ,6     ,32.8  ,N/A  ,N/A     ,0.003   ,0.054   ,0.47    ,30      ,54    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,1700,5.4   ,82    ,31.9  ,N/A  ,N/A     ,0.005   ,0.047   ,0.56    ,49      ,47    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,1800,8.6   ,348   ,31.3  ,N/A  ,N/A     ,0.007   ,0.032   ,0.62    ,65      ,32    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,1900,11.3  ,341   ,29.3  ,N/A  ,N/A     ,0.005   ,0.035   ,0.65    ,59      ,35    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,2000,13.8  ,346   ,27.9  ,N/A  ,N/A     ,0.005   ,0.035   ,0.65    ,50      ,35    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,2100,9.3   ,358   ,27.2  ,N/A  ,N/A     ,0.009   ,0.026   ,0.78    ,46      ,28    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,2200,7.9   ,358   ,26.4  ,N/A  ,N/A     ,0.012   ,0.020   ,0.81    ,44      ,28    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,2300,9.9   ,346   ,26.0  ,N/A  ,N/A     ,0.007   ,0.025   ,0.66    ,29      ,28    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990105,2400,9.3   ,341   ,25.6  ,N/A  ,N/A     ,0.003   ,0.028   ,0.56    ,27      ,28    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,0100,7.4   ,348   ,25.1  ,N/A  ,N/A     ,0.001   ,0.028   ,0.54    ,26      ,28    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,0200,4.4   ,346   ,23.9  ,N/A  ,N/A     ,0.002   ,0.021   ,0.52    ,29      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,0300,6.5   ,345   ,24.2  ,N/A  ,N/A     ,0.000   ,0.026   ,0.47    ,39      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,0400,5.6   ,343   ,23.8  ,N/A  ,N/A     ,0.000   ,0.026   ,CAL     ,25      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,0500,5.2   ,339   ,23.5  ,N/A  ,N/A     ,CAL     ,0.025   ,0.54    ,27      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,0600,5.0   ,347   ,23.6  ,N/A  ,N/A     ,0.001   ,CAL     ,0.49    ,29      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,0700,4.1   ,349   ,23.1  ,N/A  ,N/A     ,0.013   ,0.011   ,0.76    ,31      ,25    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,0800,4.9   ,347   ,22.9  ,N/A  ,N/A     ,0.022   ,0.003   ,1.93    ,53      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,0900,6.7   ,3     ,24.9  ,N/A  ,N/A     ,0.024   ,0.006   ,2.05    ,58      ,26    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,1000,11.6  ,8     ,26.8  ,N/A  ,N/A     ,0.017   ,0.022   ,1.07    ,60      ,27    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,1100,13.5  ,4     ,28.9  ,N/A  ,N/A     ,0.009   ,0.037   ,0.85    ,53      ,37    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,1200,12.5  ,1     ,30.2  ,N/A  ,N/A     ,0.008   ,0.047   ,0.77    ,47      ,47    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,1300,11.3  ,2     ,31.6  ,N/A  ,N/A     ,0.005   ,0.056   ,0.72    ,43      ,56    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,1400,9.8   ,7     ,32.5  ,N/A  ,N/A     ,0.003   ,0.053   ,0.60    ,28      ,53    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,1500,8.9   ,11    ,32.9  ,N/A  ,N/A     ,0.002   ,0.057   ,0.60    ,44      ,57    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,1600,9.7   ,7     ,33.0  ,N/A  ,N/A     ,0.002   ,0.049   ,0.55    ,37      ,49    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,1700,10.1  ,3     ,32.7  ,N/A  ,N/A     ,0.002   ,0.043   ,0.57    ,53      ,43    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,1800,9.0   ,3     ,32.1  ,N/A  ,N/A     ,0.003   ,0.038   ,0.62    ,36      ,38    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,1900,9.3   ,342   ,29.4  ,N/A  ,N/A     ,0.011   ,0.028   ,0.87    ,49      ,28    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,2000,10.1  ,337   ,27.7  ,N/A  ,N/A     ,0.011   ,0.024   ,0.89    ,49      ,27    ,,
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",19990106,2100,11.3  ,340   ,27.3  ,N/A  ,N/A     ,0.008   ,0.026   ,0.77    ,44      ,27    ,,
