,Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg,API_Main
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,0100,2.7   ,N/A   ,26.1  ,N/A  ,0.017   ,0.020   ,0.002   ,2.26    ,67      ,42    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,0200,2.9   ,N/A   ,25.0  ,N/A  ,0.017   ,0.018   ,0.002   ,2.22    ,63      ,42    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,0300,1.3   ,N/A   ,24.6  ,N/A  ,0.017   ,0.009   ,0.002   ,1.80    ,82      ,42    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,0400,1.9   ,N/A   ,25.1  ,N/A  ,0.019   ,0.014   ,0.002   ,1.96    ,78      ,42    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,0500,1.4   ,N/A   ,24.9  ,N/A  ,0.017   ,0.010   ,0.002   ,1.68    ,70      ,42    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,0600,2.1   ,N/A   ,24.8  ,N/A  ,0.017   ,0.009   ,0.002   ,1.69    ,65      ,42    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,0700,2.8   ,N/A   ,24.3  ,N/A  ,0.015   ,0.009   ,0.001   ,1.63    ,68      ,42    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,0800,2.3   ,N/A   ,24.4  ,N/A  ,0.018   ,0.019   ,0.002   ,2.78    ,84      ,43    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,0900,3.8   ,N/A   ,25.1  ,N/A  ,0.020   ,0.013   ,0.002   ,1.97    ,85      ,44    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,1000,3.5   ,N/A   ,27.2  ,N/A  ,0.026   ,0.009   ,0.012   ,1.62    ,70      ,45    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,1100,4.3   ,N/A   ,29.4  ,N/A  ,0.037   ,0.010   ,0.029   ,1.48    ,80      ,46    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,1200,6.6   ,N/A   ,30.2  ,N/A  ,0.060   ,0.015   ,0.044   ,1.46    ,101     ,50    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,1300,7.4   ,N/A   ,31.1  ,N/A  ,0.038   ,0.004   ,0.045   ,1.19    ,55      ,53    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,1400,10.8  ,N/A   ,32.0  ,N/A  ,0.017   ,0.000   ,0.042   ,1.09    ,32      ,53    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,1500,10.3  ,N/A   ,31.7  ,N/A  ,0.018   ,0.000   ,0.042   ,1.01    ,36      ,53    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,1600,10.1  ,N/A   ,30.0  ,N/A  ,0.026   ,0.001   ,0.029   ,1.12    ,35      ,55    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,1700,9.3   ,N/A   ,28.5  ,N/A  ,0.037   ,0.006   ,0.021   ,1.29    ,34      ,57    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,1800,8.1   ,N/A   ,28.9  ,N/A  ,0.043   ,0.008   ,0.019   ,1.42    ,25      ,60    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,1900,7.7   ,N/A   ,29.5  ,N/A  ,0.031   ,0.006   ,0.024   ,1.43    ,35      ,61    
,CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",19980101,2000,4.0   ,N/A   ,28.7  ,N/A  ,0.022   ,0.019   ,0.014   ,1.82    ,47      ,62    
