Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg,API_Main
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,0100,5.1   ,101   ,24.4  ,83   ,0.000   ,0.005   ,0.014   ,0.71    ,22      ,32    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,0200,4.4   ,89    ,24.5  ,81   ,0.000   ,0.008   ,0.013   ,0.70    ,32      ,32    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,0300,4.8   ,107   ,24.7  ,78   ,0.000   ,0.002   ,0.018   ,N/A     ,26      ,32    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,0400,4.6   ,117   ,24.6  ,79   ,0.000   ,0.005   ,0.015   ,0.72    ,19      ,32    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,0500,4.0   ,102   ,24.3  ,81   ,0.000   ,0.006   ,0.014   ,0.57    ,20      ,31    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,0600,4.2   ,112   ,23.9  ,85   ,0.000   ,0.006   ,0.012   ,0.61    ,25      ,31    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,0700,3.7   ,102   ,23.5  ,89   ,0.000   ,0.006   ,0.011   ,0.54    ,22      ,31    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,0800,3.3   ,104   ,23.3  ,91   ,0.000   ,0.006   ,0.009   ,0.85    ,22      ,31    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,0900,2.5   ,104   ,23.8  ,87   ,0.000   ,0.005   ,0.011   ,0.75    ,29      ,31    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,1000,4.8   ,122   ,24.4  ,84   ,0.000   ,0.009   ,0.011   ,0.91    ,33      ,31    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,1100,5.6   ,103   ,25.7  ,78   ,0.000   ,0.006   ,0.017   ,0.47    ,30      ,31    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,1200,5.3   ,115   ,26.7  ,72   ,0.001   ,0.007   ,0.020   ,0.21    ,34      ,32    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,1300,4.6   ,117   ,27.4  ,69   ,0.000   ,0.009   ,0.025   ,0.33    ,69      ,33    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,1400,4.0   ,N/A   ,28.6  ,65   ,N/A     ,0.006   ,0.031   ,N/A     ,31      ,32    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,1500,5.1   ,N/A   ,29.2  ,60   ,0.000   ,CAL     ,0.041   ,N/A     ,22      ,41    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,1600,5.9   ,N/A   ,29.4  ,62   ,0.000   ,0.008   ,CAL     ,N/A     ,26      ,30    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,1700,6.4   ,N/A   ,29.0  ,64   ,CAL     ,0.007   ,0.044   ,N/A     ,27      ,44    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,1800,4.4   ,N/A   ,28.8  ,67   ,0.001   ,0.009   ,0.033   ,CAL     ,24      ,33    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,1900,3.1   ,100   ,28.3  ,70   ,0.000   ,0.011   ,0.032   ,0.60    ,29      ,32    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,2000,3.9   ,107   ,27.4  ,78   ,0.000   ,0.008   ,0.019   ,0.62    ,32      ,29    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,2100,3.9   ,97    ,26.9  ,78   ,0.000   ,0.008   ,0.012   ,0.62    ,19      ,28    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,2200,3.9   ,91    ,26.9  ,73   ,0.000   ,0.003   ,0.016   ,0.40    ,22      ,28    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,2300,3.3   ,116   ,26.7  ,75   ,0.000   ,0.012   ,0.011   ,0.73    ,19      ,27    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130101,2400,2.9   ,100   ,26.1  ,77   ,0.000   ,0.010   ,0.012   ,0.66    ,26      ,27    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130102,0100,3.6   ,116   ,26.2  ,73   ,0.000   ,0.009   ,0.015   ,0.69    ,22      ,27    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130102,0200,2.6   ,113   ,25.9  ,75   ,0.000   ,0.006   ,0.016   ,0.49    ,26      ,27    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130102,0300,2.7   ,97    ,25.7  ,76   ,0.000   ,0.007   ,0.013   ,0.61    ,19      ,27    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130102,0400,3.5   ,64    ,25.4  ,78   ,0.000   ,0.006   ,0.014   ,0.52    ,23      ,27    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130102,0500,2.4   ,101   ,25.5  ,78   ,0.002   ,0.004   ,0.015   ,0.72    ,40      ,28    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130102,0600,1.9   ,93    ,24.7  ,84   ,0.000   ,0.004   ,0.013   ,0.67    ,26      ,28    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130102,0700,2.4   ,79    ,24.7  ,86   ,0.001   ,0.009   ,0.008   ,0.79    ,37      ,29    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130102,0800,2.1   ,102   ,24.9  ,86   ,0.003   ,0.014   ,0.008   ,1.20    ,41      ,29    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130102,0900,2.9   ,N/A   ,25.8  ,82   ,0.002   ,0.020   ,0.010   ,1.44    ,47      ,30    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20130102,1000,4.7   ,N/A   ,27.8  ,71   ,0.004   ,0.024   ,0.018   ,1.23    ,43      ,31    
