Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg,API_Main
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20090101,0100,5.2   ,11    ,25.6  ,86   ,0.001   ,0.005   ,0.015   ,CAL     ,11      ,15    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20090101,0200,5.4   ,332   ,25.7  ,85   ,0.001   ,CAL     ,0.016   ,0.31    ,12      ,16    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20090101,0300,5.5   ,345   ,25.7  ,85   ,0.001   ,0.001   ,CAL     ,0.23    ,9       ,4     
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20090101,0400,5.5   ,5     ,25.6  ,85   ,0.001   ,0.000   ,0.020   ,0.20    ,17      ,20    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20090101,0500,8.2   ,324   ,25.8  ,83   ,CAL     ,0.000   ,0.021   ,0.18    ,15      ,21    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20090101,0600,7.1   ,333   ,25.5  ,84   ,0.001   ,N/A     ,0.021   ,0.18    ,N/A     ,21    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20090101,0700,6.0   ,352   ,25.5  ,84   ,0.001   ,0.000   ,0.020   ,0.20    ,N/A     ,20    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20090101,0800,5.6   ,355   ,25.2  ,87   ,0.001   ,0.001   ,0.019   ,0.23    ,N/A     ,19    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20090101,0900,10.8  ,11    ,26.0  ,85   ,0.001   ,0.002   ,0.018   ,0.27    ,N/A     ,18    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20090101,1000,10.6  ,11    ,27.6  ,80   ,0.001   ,0.001   ,0.019   ,0.26    ,11      ,19    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20090101,1100,8.8   ,6     ,30.4  ,72   ,0.001   ,0.002   ,0.022   ,0.24    ,17      ,22    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20090101,1200,9.7   ,1     ,32.7  ,64   ,0.001   ,0.001   ,0.023   ,0.14    ,6       ,23    
