,Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,Nox_hourly_avg,No_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000519,1500,5.4   ,228   ,36.5  ,N/A  ,0.015   ,0.005   ,0.016   ,0.010   ,0.061   ,0.36    ,158     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000519,1600,7.7   ,131   ,33.6  ,N/A  ,0.008   ,0.003   ,0.010   ,0.005   ,0.054   ,0.23    ,70      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000519,1700,9.9   ,186   ,34.8  ,N/A  ,0.007   ,0.004   ,0.009   ,0.003   ,0.037   ,0.19    ,83      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000519,1800,6.1   ,229   ,34.8  ,N/A  ,0.009   ,0.005   ,0.009   ,0.004   ,0.023   ,0.17    ,23      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000519,1900,4.3   ,284   ,31.9  ,N/A  ,0.024   ,0.015   ,0.009   ,0.009   ,0.010   ,0.67    ,32      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000519,2000,3.4   ,297   ,27.7  ,N/A  ,0.038   ,0.024   ,0.010   ,0.014   ,0.003   ,1.25    ,49      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000519,2100,3.1   ,312   ,26.3  ,N/A  ,0.056   ,0.038   ,0.010   ,0.018   ,0.001   ,1.81    ,55      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000519,2200,3.5   ,312   ,25.6  ,N/A  ,0.054   ,0.040   ,0.010   ,0.014   ,0.001   ,1.72    ,45      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000519,2300,3.5   ,315   ,25.4  ,N/A  ,0.045   ,0.034   ,0.010   ,0.011   ,0.001   ,1.40    ,39      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000519,2400,2.1   ,308   ,25.1  ,N/A  ,0.029   ,0.021   ,0.010   ,0.008   ,0.001   ,0.97    ,38      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,0100,3.8   ,312   ,25.0  ,N/A  ,0.026   ,0.018   ,0.010   ,0.008   ,0.002   ,0.86    ,29      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,0200,2.7   ,304   ,24.8  ,N/A  ,0.014   ,0.008   ,0.010   ,0.006   ,0.003   ,0.62    ,45      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,0300,2.7   ,290   ,24.6  ,N/A  ,0.014   ,0.008   ,0.010   ,0.006   ,0.003   ,0.65    ,40      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,0400,2.4   ,320   ,24.2  ,N/A  ,0.007   ,0.003   ,0.009   ,0.004   ,0.004   ,0.30    ,25      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,0500,3.2   ,316   ,24.1  ,N/A  ,0.008   ,0.005   ,0.009   ,0.003   ,0.002   ,0.30    ,21      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,0600,4.0   ,310   ,24.2  ,N/A  ,0.007   ,0.004   ,0.009   ,0.003   ,0.003   ,0.33    ,29      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,0700,3.4   ,305   ,24.1  ,N/A  ,0.014   ,0.009   ,0.009   ,0.005   ,0.003   ,0.49    ,23      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,0800,2.1   ,298   ,24.2  ,N/A  ,0.043   ,0.036   ,0.010   ,0.007   ,0.002   ,1.28    ,49      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,0900,5.5   ,23    ,28.1  ,N/A  ,0.026   ,0.017   ,CAL     ,0.009   ,0.007   ,0.89    ,90      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,1000,6.1   ,34    ,31.8  ,N/A  ,0.023   ,0.011   ,0.010   ,0.012   ,0.023   ,CAL     ,64      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,1100,5.5   ,82    ,33.6  ,N/A  ,CAL     ,CAL     ,0.013   ,CAL     ,0.050   ,0.73    ,78      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,1200,4.6   ,67    ,36.1  ,N/A  ,0.012   ,0.003   ,0.012   ,0.009   ,CAL     ,0.48    ,81      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,1300,7.3   ,125   ,36.6  ,N/A  ,0.007   ,0.003   ,0.011   ,0.004   ,0.055   ,0.21    ,48      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,1400,5.9   ,271   ,34.0  ,N/A  ,0.010   ,0.005   ,0.011   ,0.005   ,0.041   ,0.21    ,44      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,1500,8.2   ,247   ,34.9  ,N/A  ,0.008   ,0.004   ,0.010   ,0.004   ,0.037   ,0.17    ,39      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,1600,7.2   ,244   ,36.6  ,N/A  ,0.008   ,0.005   ,0.009   ,0.003   ,0.035   ,0.13    ,44      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,1700,7.2   ,220   ,35.8  ,N/A  ,0.013   ,0.006   ,0.010   ,0.007   ,0.031   ,0.14    ,38      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,1800,6.0   ,252   ,34.7  ,N/A  ,0.007   ,0.004   ,0.009   ,0.003   ,0.034   ,0.18    ,48      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,1900,3.8   ,271   ,31.8  ,N/A  ,0.023   ,0.012   ,0.010   ,0.011   ,0.015   ,0.74    ,55      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,2000,3.4   ,303   ,28.2  ,N/A  ,0.038   ,0.022   ,0.010   ,0.016   ,0.005   ,1.19    ,55      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,2100,2.4   ,315   ,26.9  ,N/A  ,0.031   ,0.018   ,0.010   ,0.013   ,0.011   ,1.14    ,78      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,2200,3.9   ,314   ,26.4  ,N/A  ,0.034   ,0.020   ,0.010   ,0.014   ,0.005   ,1.24    ,66      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,2300,3.7   ,312   ,25.9  ,N/A  ,0.040   ,0.027   ,0.010   ,0.013   ,0.003   ,1.22    ,41      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000520,2400,4.0   ,313   ,25.5  ,N/A  ,0.042   ,0.029   ,0.010   ,0.013   ,0.002   ,1.15    ,39      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,0100,3.3   ,302   ,25.5  ,N/A  ,0.028   ,0.019   ,0.011   ,0.009   ,0.002   ,0.81    ,40      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,0200,3.3   ,316   ,25.7  ,N/A  ,0.027   ,0.017   ,0.013   ,0.010   ,0.002   ,0.86    ,49      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,0300,2.0   ,312   ,25.6  ,N/A  ,0.024   ,0.014   ,0.012   ,0.010   ,0.001   ,0.90    ,62      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,0400,3.2   ,313   ,25.1  ,N/A  ,0.012   ,0.005   ,0.011   ,0.007   ,0.003   ,0.56    ,38      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,0500,4.1   ,318   ,25.0  ,N/A  ,0.012   ,0.005   ,0.011   ,0.007   ,0.003   ,0.61    ,46      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,0600,4.3   ,310   ,25.5  ,N/A  ,0.016   ,0.008   ,0.011   ,0.008   ,0.002   ,0.67    ,43      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,0700,3.2   ,295   ,25.0  ,N/A  ,0.014   ,0.008   ,0.011   ,0.006   ,0.003   ,0.58    ,33      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,0800,3.1   ,312   ,25.1  ,N/A  ,0.021   ,0.014   ,CAL     ,0.007   ,0.003   ,0.79    ,46      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,0900,2.9   ,308   ,27.7  ,N/A  ,0.030   ,0.019   ,0.011   ,0.011   ,0.005   ,CAL     ,106     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,1000,5.2   ,39    ,31.1  ,N/A  ,CAL     ,CAL     ,0.011   ,CAL     ,0.019   ,1.02    ,251     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,1100,4.9   ,80    ,31.6  ,N/A  ,0.020   ,0.007   ,0.015   ,0.013   ,CAL     ,0.87    ,168     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,1200,5.8   ,67    ,35.0  ,N/A  ,0.015   ,0.004   ,0.015   ,0.011   ,0.050   ,0.65    ,194     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,1300,6.6   ,92    ,36.7  ,N/A  ,0.008   ,0.003   ,0.016   ,0.005   ,0.054   ,0.34    ,150     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,1400,6.6   ,351   ,33.5  ,N/A  ,0.012   ,0.005   ,0.015   ,0.007   ,0.043   ,0.40    ,78      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,1500,5.1   ,302   ,36.1  ,N/A  ,0.013   ,0.007   ,0.010   ,0.006   ,0.041   ,0.31    ,158     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,1600,7.7   ,217   ,36.5  ,N/A  ,0.005   ,0.002   ,0.010   ,0.003   ,0.043   ,0.21    ,48      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,1700,6.0   ,84    ,33.7  ,N/A  ,0.013   ,0.005   ,0.010   ,0.008   ,0.057   ,0.36    ,154     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,1800,5.3   ,101   ,33.7  ,N/A  ,0.009   ,0.004   ,0.010   ,0.005   ,0.045   ,0.34    ,108     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,1900,4.2   ,16    ,30.8  ,N/A  ,0.016   ,0.005   ,0.010   ,0.011   ,0.023   ,0.66    ,51      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,2000,3.2   ,318   ,28.5  ,N/A  ,0.026   ,0.012   ,0.010   ,0.014   ,0.007   ,1.00    ,70      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,2100,3.6   ,306   ,27.0  ,N/A  ,0.038   ,0.025   ,0.010   ,0.013   ,0.003   ,1.31    ,52      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,2200,4.0   ,317   ,26.4  ,N/A  ,0.034   ,0.022   ,0.010   ,0.012   ,0.002   ,1.14    ,45      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,2300,3.7   ,319   ,25.9  ,N/A  ,0.038   ,0.027   ,0.011   ,0.011   ,0.001   ,1.30    ,55      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000521,2400,4.3   ,313   ,25.7  ,N/A  ,0.029   ,0.020   ,0.010   ,0.009   ,0.002   ,0.99    ,37      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,0100,3.2   ,312   ,25.4  ,N/A  ,0.017   ,0.010   ,0.010   ,0.007   ,0.002   ,0.58    ,35      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,0200,2.8   ,280   ,25.3  ,N/A  ,0.011   ,0.005   ,0.011   ,0.006   ,0.005   ,0.36    ,30      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,0300,3.1   ,299   ,25.0  ,N/A  ,0.010   ,0.004   ,0.010   ,0.006   ,0.004   ,0.38    ,37      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,0400,3.2   ,309   ,24.7  ,N/A  ,0.005   ,0.002   ,0.010   ,0.003   ,0.006   ,0.29    ,29      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,0500,2.8   ,318   ,24.4  ,N/A  ,0.004   ,0.001   ,0.010   ,0.003   ,0.005   ,0.23    ,37      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,0600,3.1   ,303   ,24.3  ,N/A  ,0.005   ,0.002   ,0.010   ,0.003   ,0.005   ,0.25    ,31      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,0700,3.0   ,312   ,24.2  ,N/A  ,0.019   ,0.013   ,CAL     ,0.006   ,0.002   ,0.60    ,35      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,0800,2.5   ,315   ,24.7  ,N/A  ,0.060   ,0.052   ,0.010   ,0.008   ,0.001   ,CAL     ,55      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,0900,5.1   ,28    ,28.5  ,N/A  ,CAL     ,CAL     ,0.010   ,CAL     ,0.009   ,0.74    ,113     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,1000,8.0   ,19    ,31.8  ,N/A  ,0.024   ,0.011   ,0.010   ,0.013   ,CAL     ,0.71    ,325     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,1100,8.5   ,21    ,33.7  ,N/A  ,0.012   ,0.005   ,0.010   ,0.007   ,0.035   ,0.51    ,82      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,1200,6.1   ,72    ,35.9  ,N/A  ,0.011   ,0.004   ,0.011   ,0.007   ,0.054   ,0.42    ,153     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,1300,7.5   ,158   ,36.2  ,N/A  ,0.008   ,0.003   ,0.013   ,0.005   ,0.067   ,0.37    ,120     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,1400,8.1   ,176   ,35.2  ,N/A  ,0.008   ,0.003   ,0.013   ,0.005   ,0.068   ,0.42    ,78      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,1500,8.3   ,205   ,34.1  ,N/A  ,0.014   ,0.005   ,0.011   ,0.009   ,0.053   ,0.55    ,88      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,1600,9.3   ,214   ,34.4  ,N/A  ,0.012   ,0.004   ,0.011   ,0.008   ,0.053   ,0.67    ,103     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,1700,9.1   ,215   ,34.2  ,N/A  ,0.013   ,0.005   ,0.011   ,0.008   ,0.050   ,0.64    ,107     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,1800,5.3   ,248   ,31.1  ,N/A  ,0.023   ,0.006   ,0.011   ,0.017   ,0.035   ,1.00    ,112     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,1900,4.7   ,255   ,30.0  ,N/A  ,0.019   ,0.005   ,0.011   ,0.014   ,0.042   ,0.97    ,89      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,2000,3.7   ,308   ,28.4  ,N/A  ,0.031   ,0.010   ,0.011   ,0.021   ,0.018   ,1.37    ,105     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,2100,3.3   ,313   ,27.1  ,N/A  ,0.035   ,0.015   ,0.011   ,0.020   ,0.010   ,1.47    ,103     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,2200,3.9   ,316   ,26.7  ,N/A  ,0.035   ,0.017   ,0.011   ,0.018   ,0.009   ,1.36    ,94      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,2300,3.9   ,333   ,27.0  ,N/A  ,0.028   ,0.010   ,0.011   ,0.018   ,0.008   ,1.26    ,116     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000522,2400,4.5   ,341   ,26.8  ,N/A  ,0.023   ,0.007   ,0.011   ,0.016   ,0.009   ,1.14    ,97      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,0100,3.2   ,308   ,26.0  ,N/A  ,0.016   ,0.005   ,0.011   ,0.011   ,0.007   ,1.03    ,71      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,0200,2.8   ,312   ,25.5  ,N/A  ,0.032   ,0.021   ,0.011   ,0.011   ,0.004   ,0.96    ,191     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,0300,3.0   ,303   ,25.1  ,N/A  ,0.010   ,0.004   ,0.011   ,0.006   ,0.006   ,0.76    ,77      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,0400,3.1   ,316   ,24.9  ,N/A  ,0.007   ,0.003   ,0.010   ,0.004   ,0.009   ,0.61    ,74      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,0500,3.2   ,315   ,24.7  ,N/A  ,0.005   ,0.003   ,0.010   ,0.002   ,0.011   ,0.55    ,68      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,0600,3.8   ,319   ,24.6  ,N/A  ,0.007   ,0.003   ,CAL     ,0.004   ,0.010   ,0.58    ,71      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,0700,3.9   ,315   ,24.5  ,N/A  ,0.021   ,0.012   ,0.010   ,0.009   ,0.005   ,CAL     ,80      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,0800,2.8   ,312   ,24.8  ,N/A  ,CAL     ,CAL     ,0.011   ,CAL     ,0.001   ,2.16    ,72      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,0900,2.0   ,357   ,28.1  ,N/A  ,0.066   ,0.044   ,0.011   ,0.022   ,CAL     ,2.46    ,112     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,1000,4.7   ,35    ,30.6  ,N/A  ,0.023   ,0.007   ,0.012   ,0.016   ,0.032   ,1.18    ,213     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,1100,6.5   ,45    ,33.7  ,N/A  ,0.024   ,0.007   ,0.012   ,0.017   ,0.051   ,1.24    ,238     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,1200,7.0   ,73    ,35.8  ,N/A  ,0.019   ,0.006   ,0.013   ,0.013   ,0.069   ,0.84    ,269     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,1300,6.4   ,159   ,36.0  ,N/A  ,0.012   ,0.004   ,0.016   ,0.008   ,0.075   ,0.49    ,159     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,1400,8.3   ,190   ,35.6  ,N/A  ,0.011   ,0.004   ,0.015   ,0.007   ,0.071   ,0.39    ,92      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,1500,12.1  ,213   ,35.9  ,N/A  ,0.011   ,0.004   ,0.015   ,0.007   ,0.072   ,0.39    ,92      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,1600,10.7  ,217   ,35.6  ,N/A  ,0.010   ,0.004   ,0.014   ,0.006   ,0.071   ,0.36    ,89      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,1700,10.2  ,214   ,32.9  ,N/A  ,0.013   ,0.005   ,0.012   ,0.008   ,0.053   ,0.41    ,96      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,1800,11.3  ,222   ,30.5  ,N/A  ,0.016   ,0.005   ,0.012   ,0.011   ,0.046   ,0.59    ,90      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,1900,6.4   ,235   ,29.5  ,N/A  ,0.017   ,0.005   ,0.011   ,0.012   ,0.040   ,0.62    ,60      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,2000,5.0   ,228   ,29.0  ,N/A  ,0.021   ,0.006   ,0.011   ,0.015   ,0.030   ,0.68    ,58      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,2100,2.2   ,290   ,28.0  ,N/A  ,0.036   ,0.014   ,0.011   ,0.022   ,0.012   ,1.29    ,78      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,2200,3.4   ,312   ,26.9  ,N/A  ,0.064   ,0.038   ,0.013   ,0.026   ,0.007   ,1.34    ,89      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,2300,3.5   ,308   ,26.6  ,N/A  ,0.030   ,0.013   ,0.011   ,0.017   ,0.008   ,1.15    ,70      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000523,2400,3.8   ,355   ,26.9  ,N/A  ,0.029   ,0.010   ,0.012   ,0.019   ,0.009   ,1.09    ,76      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,0100,3.4   ,12    ,26.9  ,N/A  ,0.020   ,0.005   ,0.012   ,0.015   ,0.011   ,0.99    ,98      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,0200,3.0   ,313   ,26.6  ,N/A  ,0.017   ,0.004   ,0.011   ,0.013   ,0.005   ,0.98    ,87      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,0300,3.6   ,348   ,26.2  ,N/A  ,0.013   ,0.004   ,0.011   ,0.009   ,0.009   ,0.80    ,84      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,0400,6.6   ,10    ,26.3  ,N/A  ,0.006   ,0.002   ,0.012   ,0.004   ,0.021   ,0.52    ,74      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,0500,5.0   ,6     ,26.4  ,N/A  ,0.005   ,0.002   ,CAL     ,0.003   ,0.023   ,0.41    ,58      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,0600,5.2   ,330   ,26.1  ,N/A  ,0.005   ,0.002   ,0.011   ,0.003   ,0.024   ,CAL     ,71      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,0700,5.8   ,278   ,25.4  ,N/A  ,CAL     ,CAL     ,0.011   ,CAL     ,0.019   ,0.51    ,64      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,0800,6.6   ,210   ,23.9  ,N/A  ,0.038   ,0.024   ,0.012   ,0.014   ,CAL     ,0.39    ,30      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,0900,3.9   ,17    ,25.0  ,N/A  ,0.095   ,0.064   ,0.016   ,0.031   ,0.005   ,2.04    ,42      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,1000,12.3  ,207   ,24.9  ,N/A  ,0.040   ,0.024   ,0.013   ,0.016   ,0.017   ,1.27    ,43      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,1100,4.5   ,329   ,22.8  ,N/A  ,0.020   ,0.009   ,0.011   ,0.011   ,0.016   ,0.49    ,23      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,1200,3.8   ,103   ,24.4  ,N/A  ,0.064   ,0.035   ,0.014   ,0.029   ,0.011   ,0.58    ,34      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,1300,5.1   ,15    ,26.0  ,N/A  ,0.032   ,0.015   ,0.012   ,0.017   ,0.010   ,0.96    ,23      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,1400,7.9   ,28    ,27.4  ,N/A  ,0.021   ,0.008   ,0.012   ,0.013   ,0.018   ,0.83    ,10      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,1500,10.9  ,20    ,29.2  ,N/A  ,0.016   ,0.007   ,0.011   ,0.009   ,0.027   ,0.49    ,18      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,1600,9.6   ,20    ,31.3  ,N/A  ,0.013   ,0.006   ,0.011   ,0.007   ,0.038   ,0.33    ,15      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,1700,6.6   ,56    ,31.6  ,N/A  ,0.018   ,0.010   ,0.014   ,0.008   ,0.046   ,0.36    ,36      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,1800,3.5   ,97    ,30.6  ,N/A  ,0.018   ,0.006   ,0.019   ,0.012   ,0.051   ,0.54    ,39      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,1900,4.1   ,277   ,30.0  ,N/A  ,0.025   ,0.008   ,0.026   ,0.017   ,0.031   ,0.88    ,47      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,2000,4.4   ,311   ,26.7  ,N/A  ,0.035   ,0.015   ,0.014   ,0.020   ,0.010   ,1.23    ,50      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,2100,4.4   ,318   ,25.4  ,N/A  ,0.041   ,0.025   ,0.012   ,0.016   ,0.003   ,1.40    ,38      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,2200,4.8   ,320   ,25.3  ,N/A  ,0.028   ,0.017   ,0.012   ,0.011   ,0.006   ,0.86    ,37      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,2300,3.3   ,308   ,24.5  ,N/A  ,0.035   ,0.023   ,0.012   ,0.012   ,0.002   ,0.98    ,41      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000524,2400,3.1   ,294   ,24.1  ,N/A  ,0.031   ,0.019   ,0.012   ,0.012   ,0.003   ,0.81    ,49      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000525,0100,3.0   ,313   ,23.8  ,N/A  ,0.018   ,0.010   ,0.012   ,0.008   ,0.003   ,0.65    ,42      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000525,0200,2.9   ,323   ,23.7  ,N/A  ,0.013   ,0.007   ,0.012   ,0.006   ,0.003   ,0.53    ,42      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000525,0300,2.2   ,297   ,23.7  ,N/A  ,0.009   ,0.004   ,0.011   ,0.005   ,0.004   ,0.38    ,39      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000525,0400,2.3   ,342   ,23.8  ,N/A  ,0.008   ,0.004   ,CAL     ,0.004   ,0.003   ,0.37    ,33      
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000525,0500,2.7   ,339   ,23.9  ,N/A  ,0.009   ,0.005   ,0.011   ,0.004   ,0.003   ,CAL     ,34      
