Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg,API_Main
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,0100,6.6   ,5     ,23.9  ,N/A  ,0.002   ,0.020   ,0.008   ,0.74    ,21      ,51    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,0200,7.3   ,2     ,23.7  ,N/A  ,0.002   ,0.015   ,0.011   ,0.62    ,22      ,51    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,0300,6.2   ,345   ,23.6  ,N/A  ,0.001   ,0.009   ,0.012   ,0.39    ,23      ,51    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,0400,4.9   ,339   ,23.5  ,N/A  ,0.000   ,0.009   ,0.010   ,0.37    ,14      ,50    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,0500,3.6   ,323   ,23.0  ,N/A  ,0.000   ,0.010   ,0.006   ,0.33    ,29      ,50    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,0600,3.1   ,315   ,22.9  ,N/A  ,0.000   ,0.008   ,0.007   ,0.27    ,26      ,49    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,0700,3.1   ,314   ,22.8  ,N/A  ,0.000   ,0.007   ,0.005   ,0.33    ,25      ,48    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,0800,2.0   ,335   ,22.8  ,N/A  ,0.000   ,0.010   ,0.003   ,0.48    ,30      ,46    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,0900,3.0   ,329   ,23.8  ,N/A  ,0.001   ,0.009   ,0.004   ,0.59    ,31      ,43    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,1000,6.4   ,67    ,26.8  ,N/A  ,0.001   ,0.011   ,N/A     ,0.71    ,31      ,41    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,1100,7.8   ,61    ,27.5  ,N/A  ,0.003   ,0.014   ,0.020   ,0.59    ,38      ,41    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,1200,8.7   ,10    ,30.6  ,N/A  ,0.001   ,0.009   ,0.025   ,0.55    ,22      ,39    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,1300,11.6  ,9     ,30.3  ,N/A  ,0.001   ,0.009   ,0.031   ,0.53    ,24      ,37    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,1400,9.7   ,5     ,31.6  ,N/A  ,0.001   ,0.009   ,0.032   ,0.47    ,25      ,36    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,1500,6.8   ,341   ,32.5  ,N/A  ,0.001   ,0.006   ,0.035   ,0.41    ,33      ,35    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,1600,5.6   ,334   ,32.2  ,N/A  ,0.001   ,0.008   ,0.040   ,0.45    ,20      ,40    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,1700,6.0   ,15    ,31.8  ,N/A  ,0.002   ,0.008   ,0.036   ,0.51    ,73      ,36    
CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20030101,1800,6.0   ,13    ,31.2  ,N/A  ,0.001   ,0.009   ,N/A     ,0.57    ,81      ,36    
