Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg,API_Main
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,0100,2.8   ,32    ,23.9  ,86   ,0.005   ,0.017   ,0.000   ,1.46    ,62      ,54    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,0200,2.5   ,62    ,24.0  ,87   ,0.004   ,0.016   ,0.000   ,0.99    ,42      ,53    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,0300,2.6   ,36    ,23.7  ,87   ,0.004   ,0.017   ,0.000   ,1.04    ,39      ,53    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,0400,2.5   ,22    ,23.8  ,87   ,0.003   ,0.014   ,0.001   ,0.73    ,43      ,53    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,0500,2.7   ,19    ,23.8  ,88   ,0.003   ,0.013   ,0.002   ,0.62    ,29      ,53    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,0600,2.0   ,36    ,23.4  ,88   ,0.004   ,0.012   ,0.001   ,0.57    ,49      ,53    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,0700,2.8   ,10    ,23.7  ,88   ,0.003   ,0.011   ,0.001   ,0.50    ,24      ,52    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,0800,3.3   ,35    ,23.8  ,88   ,0.003   ,0.011   ,0.001   ,0.78    ,66      ,52    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,0900,5.0   ,47    ,24.4  ,87   ,0.002   ,0.009   ,0.002   ,CAL     ,45      ,52    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,1000,4.1   ,56    ,26.2  ,82   ,0.003   ,CAL     ,0.004   ,0.62    ,31      ,52    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,1100,3.9   ,74    ,29.4  ,74   ,N/A     ,0.008   ,CAL     ,0.51    ,33      ,51    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,1200,5.3   ,51    ,32.9  ,64   ,CAL     ,0.006   ,0.019   ,0.40    ,23      ,51    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,1300,5.1   ,78    ,34.4  ,59   ,0.004   ,0.005   ,0.027   ,0.36    ,17      ,50    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,1400,4.6   ,70    ,33.7  ,58   ,0.004   ,0.005   ,0.032   ,0.38    ,37      ,50    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,1500,6.2   ,286   ,33.1  ,58   ,0.005   ,0.007   ,0.037   ,0.50    ,27      ,50    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,1600,8.4   ,281   ,32.3  ,61   ,0.003   ,0.011   ,0.033   ,0.50    ,35      ,50    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,1700,5.6   ,345   ,27.7  ,79   ,0.004   ,0.014   ,0.027   ,0.66    ,36      ,49    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,1800,7.3   ,334   ,24.4  ,89   ,0.004   ,0.012   ,0.015   ,0.48    ,41      ,49    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,1900,4.4   ,331   ,24.9  ,88   ,0.008   ,0.027   ,0.003   ,1.43    ,38      ,48    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,2000,6.5   ,8     ,24.5  ,89   ,0.004   ,0.026   ,0.005   ,1.10    ,20      ,45    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,2100,2.9   ,258   ,24.4  ,91   ,0.003   ,0.032   ,0.003   ,1.29    ,25      ,42    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,2200,3.4   ,64    ,24.3  ,91   ,0.004   ,0.028   ,0.001   ,1.62    ,60      ,39    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,2300,2.7   ,33    ,23.3  ,91   ,0.004   ,0.019   ,0.001   ,1.18    ,45      ,38    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060101,2400,2.0   ,8     ,22.9  ,91   ,0.005   ,0.017   ,0.001   ,1.20    ,51      ,38    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060102,0100,2.3   ,1     ,23.1  ,91   ,0.004   ,0.016   ,0.001   ,1.03    ,40      ,37    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060102,0200,2.3   ,67    ,23.3  ,91   ,0.002   ,0.012   ,0.000   ,0.80    ,54      ,38    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060102,0300,3.6   ,91    ,20.0  ,86   ,0.003   ,0.012   ,0.001   ,0.70    ,38      ,38    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060102,0400,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,38    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060102,0500,1.5   ,41    ,23.3  ,91   ,0.002   ,0.013   ,0.001   ,N/A     ,N/A     ,38    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060102,0600,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,37    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060102,0700,N/A   ,N/A   ,N/A   ,N/A  ,N/A     ,N/A     ,N/A     ,N/A     ,N/A     ,38    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060102,0800,2.4   ,47    ,23.4  ,90   ,0.004   ,0.011   ,0.001   ,CAL     ,31      ,36    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060102,0900,3.4   ,17    ,24.0  ,89   ,0.003   ,CAL     ,0.002   ,0.81    ,57      ,37    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060102,1000,2.7   ,5     ,25.8  ,85   ,0.002   ,0.014   ,CAL     ,1.00    ,41      ,37    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060102,1100,2.8   ,3     ,28.1  ,75   ,CAL     ,0.016   ,0.012   ,0.72    ,34      ,37    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20060102,1200,3.0   ,62    ,28.6  ,74   ,0.011   ,0.023   ,0.016   ,0.87    ,51      ,39    
