Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg,API_Main
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,0100,N/A   ,37    ,26.6  ,80   ,0.005   ,0.022   ,0.001   ,1.40    ,75      ,40    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,0200,N/A   ,69    ,26.3  ,81   ,0.005   ,0.018   ,0.002   ,0.94    ,59      ,41    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,0300,N/A   ,80    ,25.7  ,78   ,0.005   ,0.016   ,0.012   ,0.38    ,58      ,42    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,0400,N/A   ,90    ,24.7  ,81   ,0.003   ,0.020   ,0.005   ,0.62    ,30      ,42    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,0500,N/A   ,346   ,24.0  ,84   ,0.002   ,0.021   ,0.001   ,0.79    ,38      ,41    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,0600,N/A   ,31    ,23.6  ,85   ,0.002   ,0.014   ,0.000   ,0.49    ,52      ,42    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,0700,N/A   ,39    ,23.1  ,86   ,0.002   ,0.009   ,0.001   ,0.42    ,33      ,41    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,0800,N/A   ,43    ,22.9  ,88   ,0.002   ,0.010   ,0.001   ,0.55    ,50      ,41    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,0900,N/A   ,44    ,25.5  ,78   ,0.002   ,0.009   ,0.003   ,0.43    ,45      ,40    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,1000,N/A   ,28    ,28.9  ,66   ,0.002   ,0.009   ,0.009   ,0.31    ,26      ,39    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,1100,N/A   ,23    ,31.9  ,58   ,0.002   ,0.009   ,0.016   ,0.32    ,43      ,39    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,1200,N/A   ,45    ,33.0  ,59   ,0.002   ,0.007   ,0.023   ,0.30    ,28      ,38    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,1300,N/A   ,27    ,34.6  ,54   ,0.002   ,0.005   ,0.029   ,0.25    ,31      ,38    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,1400,N/A   ,356   ,36.1  ,48   ,0.001   ,0.005   ,0.036   ,0.25    ,29      ,38    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,1500,N/A   ,123   ,34.1  ,49   ,0.002   ,0.005   ,0.038   ,0.27    ,26      ,38    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,1600,N/A   ,213   ,32.5  ,53   ,0.010   ,0.006   ,0.051   ,CAL     ,26      ,51    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,1700,N/A   ,222   ,32.6  ,56   ,0.008   ,CAL     ,0.047   ,0.27    ,36      ,47    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,1800,N/A   ,210   ,31.9  ,61   ,0.006   ,0.005   ,0.040   ,0.27    ,33      ,40    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,1900,N/A   ,217   ,29.6  ,64   ,0.009   ,0.008   ,CAL     ,0.30    ,36      ,38    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,2000,N/A   ,174   ,28.4  ,67   ,0.004   ,0.017   ,0.025   ,0.54    ,29      ,38    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,2100,N/A   ,206   ,28.2  ,68   ,0.005   ,0.016   ,0.022   ,0.54    ,29      ,38    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,2200,N/A   ,136   ,27.3  ,73   ,CAL     ,0.027   ,0.005   ,0.97    ,48      ,38    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,2300,N/A   ,128   ,26.6  ,75   ,0.004   ,0.028   ,0.002   ,1.18    ,71      ,39    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040101,2400,N/A   ,103   ,26.1  ,78   ,0.006   ,0.027   ,0.001   ,1.56    ,68      ,42    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040102,0100,N/A   ,47    ,25.4  ,80   ,0.004   ,0.023   ,0.000   ,1.46    ,76      ,42    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040102,0200,N/A   ,41    ,24.9  ,82   ,0.003   ,0.020   ,0.000   ,1.06    ,73      ,42    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040102,0300,N/A   ,6     ,24.7  ,81   ,0.002   ,0.014   ,0.002   ,0.53    ,48      ,42    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040102,0400,N/A   ,35    ,23.6  ,82   ,0.003   ,0.006   ,0.004   ,0.28    ,43      ,42    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040102,0500,N/A   ,33    ,22.9  ,84   ,0.002   ,0.005   ,0.003   ,0.21    ,45      ,43    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040102,0600,N/A   ,29    ,22.4  ,84   ,0.001   ,0.006   ,0.002   ,0.28    ,35      ,42    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20040102,0700,N/A   ,3     ,22.0  ,83   ,0.002   ,0.009   ,0.000   ,0.63    ,43      ,42    
