Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg,API_Main
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20050101,0100,2.9   ,352   ,26.8  ,69   ,0.007   ,0.012   ,0.001   ,1.18    ,74      ,49    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20050101,0200,3.8   ,20    ,26.9  ,68   ,0.006   ,0.012   ,0.002   ,0.91    ,42      ,50    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20050101,0300,5.2   ,42    ,25.7  ,71   ,0.005   ,0.012   ,0.005   ,0.65    ,41      ,49    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20050101,0400,7.5   ,35    ,25.8  ,67   ,0.004   ,0.008   ,0.011   ,0.41    ,29      ,49    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20050101,0500,4.7   ,42    ,25.0  ,68   ,CAL     ,0.009   ,0.011   ,0.35    ,29      ,49    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20050101,0600,5.0   ,47    ,24.7  ,68   ,0.005   ,0.008   ,0.011   ,N/A     ,30      ,48    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20050101,0700,6.4   ,51    ,25.0  ,66   ,0.005   ,0.010   ,0.012   ,0.48    ,41      ,47    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20050101,0800,5.8   ,37    ,25.0  ,66   ,0.005   ,0.013   ,0.008   ,0.55    ,36      ,45    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20050101,0900,6.2   ,45    ,27.1  ,63   ,0.005   ,0.013   ,0.008   ,0.79    ,40      ,45    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20050101,1000,8.6   ,43    ,29.1  ,59   ,0.005   ,0.010   ,0.011   ,0.61    ,28      ,44    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20050101,1100,10.0  ,40    ,30.3  ,57   ,0.005   ,0.009   ,0.013   ,0.54    ,60      ,44    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20050101,1200,9.0   ,44    ,30.9  ,56   ,0.004   ,0.010   ,0.012   ,0.54    ,33      ,43    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20050101,1300,9.3   ,33    ,32.4  ,52   ,0.004   ,0.009   ,0.014   ,0.50    ,37      ,43    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20050101,1400,10.1  ,37    ,32.6  ,51   ,0.004   ,0.010   ,0.013   ,0.56    ,39      ,43    
CA0009,"Sek. Keb. Seberang Jaya II, Perai                                                                   ",20050101,1500,8.0   ,48    ,32.9  ,51   ,0.005   ,0.011   ,0.013   ,0.60    ,62      ,44    
