,Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg,API_Main
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,0100,5.6   ,187   ,23.2  ,N/A  ,0.003   ,0.006   ,0.000   ,0.95    ,30      ,29    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,0200,4.5   ,165   ,23.0  ,N/A  ,0.010   ,0.006   ,0.000   ,0.93    ,102     ,31    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,0300,3.0   ,203   ,22.9  ,N/A  ,0.004   ,0.006   ,0.000   ,1.15    ,105     ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,0400,3.0   ,184   ,22.7  ,N/A  ,0.004   ,0.006   ,0.000   ,0.97    ,35      ,31    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,0500,2.2   ,175   ,22.4  ,N/A  ,0.007   ,0.005   ,0.000   ,0.89    ,38      ,31    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,0600,2.3   ,229   ,22.1  ,N/A  ,0.004   ,0.005   ,0.000   ,0.96    ,10      ,31    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,0700,3.5   ,231   ,22.0  ,N/A  ,0.004   ,0.006   ,0.000   ,1.02    ,117     ,34    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,0800,4.7   ,259   ,22.1  ,N/A  ,0.019   ,0.007   ,0.000   ,1.08    ,42      ,32    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,0900,4.6   ,155   ,22.7  ,N/A  ,0.005   ,0.006   ,0.000   ,CAL     ,43      ,32    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,1000,3.7   ,173   ,24.5  ,N/A  ,CAL     ,0.003   ,0.003   ,0.60    ,49      ,32    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,1100,4.8   ,183   ,27.1  ,N/A  ,0.003   ,CAL     ,0.006   ,0.62    ,36      ,32    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,1200,6.3   ,220   ,29.4  ,N/A  ,0.004   ,0.005   ,CAL     ,0.63    ,35      ,32    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,1300,8.9   ,190   ,29.9  ,N/A  ,0.002   ,0.002   ,0.011   ,0.50    ,10      ,31    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,1400,8.8   ,216   ,30.6  ,N/A  ,0.011   ,0.002   ,0.008   ,0.44    ,88      ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,1500,9.0   ,259   ,30.3  ,N/A  ,0.016   ,0.004   ,0.011   ,0.50    ,24      ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,1600,7.4   ,28    ,30.1  ,N/A  ,0.024   ,0.004   ,0.014   ,0.51    ,38      ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,1700,11.8  ,24    ,30.1  ,N/A  ,0.014   ,0.003   ,0.014   ,0.44    ,38      ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,1800,12.0  ,346   ,28.4  ,N/A  ,0.008   ,0.003   ,0.012   ,0.47    ,100     ,34    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,1900,7.3   ,340   ,27.7  ,N/A  ,0.002   ,0.003   ,0.011   ,0.51    ,31      ,35    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,2000,3.7   ,263   ,26.5  ,N/A  ,0.006   ,0.007   ,0.006   ,0.78    ,29      ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,2100,2.9   ,207   ,25.8  ,N/A  ,0.008   ,0.013   ,0.000   ,1.33    ,51      ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19990101,2200,5.2   ,204   ,25.4  ,N/A  ,0.002   ,0.009   ,0.000   ,1.25    ,56      ,34    
